,live_tree_density,LAI_sum,LAI_win,RWC,aspect_mean,aspect_std,canopy_height,cwd,dominant_leaf_habit,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win
41,3.42629580794,0.469139072848,0.450982339956,0.506853582555,162.26242043,99.7995857887,9.96,966.900222222,evergreen,1071.73222222,435.538854582,0.96,69.5555555556,79.2777777778,32.3703703704,18.9166666667,24.287037037,12.6481481481,38.5546497585,17.2080246914,103.18625,906.828,58.3535,453.763,0.0966018518519,0.107666071429
42,2.79876526405,0.671790615317,0.921768481629,0.351713395639,190.499897043,101.912059391,14.76,996.00775,deciduous,613.524444444,231.636987217,0.84,16.3055555556,134.194444444,33.3796296296,18.962962963,24.2222222222,11.5185185185,38.8626207729,15.8,67.82075,800.03675,84.4665,380.2665,0.0909160714286,0.1728
43,2.71019150534,0.815504648074,0.946834882691,0.0,190.499897043,101.912059391,14.76,835.8113,deciduous,613.524444444,231.636987217,0.84,2.27777777778,313.138888889,30.9907407407,18.0277777778,22.2037037037,11.2685185185,32.4060990338,13.5033950617,123.7405,761.36675,81.34075,355.1635,0.0936333333333,0.0847
44,3.48462368856,0.855887560868,1.14476538291,0.0351780983221,190.499897043,101.912059391,14.76,680.354,deciduous,613.524444444,231.636987217,0.84,7.91666666667,218.333333333,31.7777777778,17.6203703704,23.037037037,10.5648148148,34.1941425121,13.6922839506,128.552,769.58425,77.06725,351.70525,0.0984833333333,0.0935333333333
45,2.68343342956,0.73160690571,0.955522355024,0.592287312334,190.499897043,101.912059391,14.76,988.897785714,deciduous,613.524444444,231.636987217,0.84,10.0277777778,137.472222222,32.8888888889,19.1759259259,24.1851851852,11.4722222222,37.2364130435,16.4426129426,47.79575,796.77625,67.878,411.24675,0.103284210526,0.257368421053
46,2.66776114212,0.63130810093,0.859218680832,0.782160730056,190.499897043,101.912059391,14.76,1098.28308333,deciduous,613.524444444,231.636987217,0.84,15.1111111111,114.194444444,31.0277777778,18.2777777778,22.8981481481,10.962962963,31.5597826087,15.375308642,28.0225,729.46575,60.51375,402.038,0.100025454545,0.108
47,2.61694458329,0.621193005755,0.638556883577,0.746835443038,190.499897043,101.912059391,14.76,1167.067625,deciduous,613.524444444,231.636987217,0.84,24.5555555556,110.055555556,31.4814814815,21.2685185185,23.6111111111,13.8055555556,32.5597826087,19.5419753086,40.08175,719.54675,44.77025,429.0765,0.107242105263,0.1167
48,3.05939669717,0.671004869411,1.03625498008,0.825581395349,190.499897043,101.912059391,14.76,988.414285714,deciduous,613.524444444,231.636987217,0.84,102.055555556,93.2222222222,30.8148148148,21.3055555556,23.3981481481,13.8518518519,30.2252415459,19.4293209877,88.72925,735.6375,75.4215,401.929,0.108944827586,0.10186
49,5.74157936559,0.827227393617,0.930352393617,0.351713395639,183.12584018,104.208001119,16.04,984.604266667,deciduous,1087.24666667,230.673167635,0.92,10.2222222222,145.333333333,32.787037037,15.3981481481,24.462962963,9.21296296296,39.8173309179,13.4895061728,50.72075,871.38925,86.6265,387.44075,0.0909160714286,0.17355
50,5.55284698321,0.97537677305,0.844027039007,0.0,183.12584018,104.208001119,16.04,814.723419355,deciduous,1087.24666667,230.673167635,0.92,6.52777777778,359.472222222,31.5833333333,14.3425925926,22.7685185185,8.69444444444,34.7475845411,11.1367283951,101.5005,823.49625,76.09325,335.543,0.0942125,0.12398
51,5.03481546136,1.00494237589,1.04584441489,0.580982905983,183.12584018,104.208001119,16.04,660.914833333,deciduous,1087.24666667,230.673167635,0.92,24.3888888889,242.5,31.7314814815,14.2685185185,23.5555555556,8.41666666667,36.9030797101,11.4790123457,110.45375,822.9075,74.52,345.07425,0.100003773585,0.10446969697
52,5.62757075644,0.88865248227,0.967918882979,0.631196581197,183.12584018,104.208001119,16.04,922.401384615,deciduous,1087.24666667,230.673167635,0.92,32.3888888889,154.944444444,32.1018518519,15.8240740741,23.8425925926,9.43518518519,37.2412439614,13.5512820513,66.37275,835.89175,76.024,402.93375,0.124166666667,0.204531428571
53,6.10916597808,0.768705673759,0.819348404255,0.408974358974,183.12584018,104.208001119,16.04,1033.77923077,deciduous,1087.24666667,230.673167635,0.92,68.5277777778,115.194444444,31.1481481481,15.1296296296,23.1481481481,8.94444444444,35.2992149758,13.2669753086,60.54875,768.27575,78.96575,393.28975,0.0995037037037,0.130532142857
54,5.35091389433,0.731050531915,0.766101507092,0.407905982906,183.12584018,104.208001119,16.04,1083.87292308,deciduous,1087.24666667,230.673167635,0.92,39.0833333333,122.888888889,30.7037037037,18.6574074074,22.9814814815,12.0185185185,33.4779589372,17.4762345679,63.65225,751.1225,77.93475,427.804,0.108488679245,0.126358928571
55,4.60051602679,0.762588652482,1.00710328014,0.14188034188,183.12584018,104.208001119,16.04,993.6998,deciduous,1087.24666667,230.673167635,0.92,89.0555555556,95.6944444444,30.3888888889,18.1944444444,22.7592592593,11.9259259259,32.8934178744,16.5074074074,103.6775,784.2075,94.59225,392.92075,0.108046296296,0.117151785714
56,2.98722332438,0.873288888889,0.990722222222,0.0,192.879837931,101.729719501,13.12,1129.879,deciduous,333.022222222,176.853886822,0.96,1.69444444444,111.111111111,32.4907407407,20.1388888889,24.4166666667,13.5648148148,33.9447463768,15.9095679012,41.7035,645.6275,78.92675,279.9925,0.1925,0.227933333333
57,3.4971342921,0.958588888889,0.985533333333,0.150148662042,192.879837931,101.729719501,13.12,862.582,deciduous,333.022222222,176.853886822,0.96,2.38888888889,267.861111111,29.9259259259,19.5,22.3703703704,13.2407407407,27.1657608696,14.062037037,99.22525,610.74725,76.40875,267.3395,0.157304166667,0.1784
58,3.24217880824,1.00293333333,1.06104444444,0.291873141724,192.879837931,101.729719501,13.12,771.374,deciduous,333.022222222,176.853886822,0.96,5.72222222222,199.666666667,30.1203703704,18.9814814815,22.9444444444,12.75,27.0123792271,13.925308642,115.412,617.47275,76.599,251.1805,0.132645833333,0.154867857143
59,3.24217880824,0.895222222222,0.990233333333,0.706640237859,192.879837931,101.729719501,13.12,1007.5,deciduous,333.022222222,176.853886822,0.96,11.2222222222,127.861111111,31.6203703704,20.1111111111,24.3703703704,13.4259259259,31.6751207729,16.2310744811,59.56225,648.42125,57.72575,311.1785,0.116425714286,0.245661538462
60,3.24217880824,0.821855555556,0.884111111111,0.672943508424,192.879837931,101.729719501,13.12,1136.883,deciduous,333.022222222,176.853886822,0.96,9.22222222222,104.916666667,30.5555555556,19.2407407407,23.4907407407,12.8148148148,28.3792270531,15.700617284,31.338,597.2805,56.568,311.49,0.11332,0.122662222222
61,3.24217880824,0.799244444444,0.672677777778,0.557978196234,192.879837931,101.729719501,13.12,1178.7275,deciduous,333.022222222,176.853886822,0.96,12.5277777778,110.583333333,31.1851851852,22.1296296296,24.2314814815,15.5648148148,29.9631642512,19.7151234568,35.1915,595.52275,44.5175,320.06025,0.116864912281,0.120802040816
62,3.24217880824,0.821555555556,1.00153333333,0.587710604559,192.879837931,101.729719501,13.12,1132.766,deciduous,333.022222222,176.853886822,0.96,64.2777777778,68.8888888889,30.4351851852,22.5925925926,24.0925925926,15.9814814815,27.8949275362,20.0398148148,65.067,594.8265,70.28125,296.943,0.113080701754,0.104838
63,8.09383936825,0.961048315603,0.859264184397,0.00876263161614,185.016469173,105.230273061,14.56,986.4076,evergreen,958.766666667,355.795873126,1.0,13.2222222222,152.611111111,33.537037037,16.8981481481,24.5648148148,9.99074074074,41.3556763285,14.4583333333,60.7185,865.4495,95.13475,349.35875,0.0713625,0.114671428571
64,6.37789109588,1.16366356383,0.843273492908,0.642640096106,185.016469173,105.230273061,14.56,874.651264706,evergreen,958.766666667,355.795873126,1.0,5.86111111111,354.055555556,31.8333333333,15.8703703704,22.8796296296,9.73148148148,34.1008454106,12.450617284,91.44675,817.133,86.0025,320.946,0.0751037037037,0.105293333333
65,8.0883154791,1.18386524823,0.947118794326,0.87159918027,185.016469173,105.230273061,14.56,708.686380952,evergreen,958.766666667,355.795873126,1.0,16.75,245.0,31.8518518519,15.5,23.6759259259,9.32407407407,36.2753623188,12.6592592593,99.7975,819.59625,81.2075,315.07775,0.0820653061224,0.0911972972973
66,7.22116740684,1.09021498227,0.936835106383,0.317574729701,185.016469173,105.230273061,14.56,929.14269697,evergreen,958.766666667,355.795873126,1.0,41.1944444444,151.583333333,32.2037037037,16.9537037037,24.1481481481,10.1388888889,37.3653381643,14.8833943834,75.0775,842.78125,72.202,387.3895,0.106104651163,0.192471428571
67,8.1473590661,0.923127216312,0.86367464539,0.22500176666,185.016469173,105.230273061,14.56,1027.43095652,evergreen,958.766666667,355.795873126,1.0,59.3888888889,116.277777778,31.3888888889,15.5925925926,23.462962963,9.23148148148,34.9498792271,14.0283950617,48.39125,767.717,71.89725,376.40675,0.0806642857143,0.102173469388
68,7.46973989945,0.951108156028,0.767808067376,0.0773090240972,185.016469173,105.230273061,14.56,1086.45685,evergreen,958.766666667,355.795873126,1.0,42.9722222222,154.444444444,30.9537037037,19.287037037,23.3888888889,12.7222222222,33.5362318841,18.087037037,69.19625,751.2765,66.619,403.2195,0.0862824561404,0.100167346939
69,9.42705434879,0.992253989362,0.973792109929,0.0504557981768,185.016469173,105.230273061,14.56,1010.024375,evergreen,958.766666667,355.795873126,1.0,78.4444444444,90.2222222222,30.2685185185,19.0740740741,23.2222222222,12.7685185185,31.6971618357,17.3141975309,92.30175,776.207,93.47875,362.72925,0.0873,0.0899019607843
70,9.27380791276,0.662167553191,0.652504432624,0.353312302839,182.475678361,102.154901699,13.4,1040.952,deciduous,1239.27777778,249.937068869,0.92,10.8333333333,129.194444444,32.5,15.1574074074,24.1851851852,8.62962962963,40.4519927536,13.1512345679,43.20475,910.13425,69.55275,383.7815,0.0901822222222,0.110477777778
71,6.7134894332,0.76796320922,0.598980496454,0.900630914826,182.475678361,102.154901699,13.4,882.151318182,deciduous,1239.27777778,249.937068869,0.92,6.69444444444,298.777777778,31.2407407407,14.0833333333,22.6111111111,8.18518518519,34.5277777778,11.2166666667,90.88075,856.0305,60.57875,326.759,0.09768,0.110570212766
72,11.5932034775,0.761635638298,0.692630762411,0.966351209253,182.475678361,102.154901699,13.4,688.016,deciduous,1239.27777778,249.937068869,0.92,35.1944444444,208.722222222,31.4537037037,13.8518518519,23.3611111111,7.71296296296,36.0878623188,11.5327160494,99.53325,848.54125,62.0575,341.898,0.0988696428571,0.11376
73,8.56470667227,0.684507978723,0.682856826241,0.276025236593,182.475678361,102.154901699,13.4,968.4938,deciduous,1239.27777778,249.937068869,0.92,57.4722222222,129.25,31.5,15.4074074074,23.5092592593,8.74074074074,36.0504227053,13.6236263736,71.434,842.1655,50.921,396.82975,0.1059,0.140191428571
74,8.18289634813,0.584408244681,0.586535904255,0.320715036803,182.475678361,102.154901699,13.4,1036.676,deciduous,1239.27777778,249.937068869,0.92,107.0,97.75,30.7314814815,14.5833333333,22.9907407407,8.2962962963,34.5984299517,13.0632716049,56.21375,773.16725,50.5405,387.59525,0.0983109090909,0.129508928571
75,8.08015280481,0.585882092199,0.515735815603,0.276025236593,182.475678361,102.154901699,13.4,1092.51757143,deciduous,1239.27777778,249.937068869,0.92,62.3888888889,124.722222222,30.4722222222,18.0462962963,22.8518518519,11.3888888889,33.365942029,16.8481481481,61.38025,747.5625,50.75475,418.53375,0.104516071429,0.121328571429
76,9.68618852135,0.569714095745,0.666566932624,0.190851735016,182.475678361,102.154901699,13.4,1098.3754,deciduous,1239.27777778,249.937068869,0.92,82.4444444444,75.9444444444,30.0555555556,17.6481481481,22.7592592593,11.2685185185,32.7503019324,16.0935185185,73.07225,806.8295,64.0145,382.51525,0.103619642857,0.111746428571
77,0.0,0.355373831776,0.663907432132,0.353312302839,164.310662251,111.658583234,5.76,1040.952,deciduous,458.656666667,72.5593007286,0.84,0.472222222222,93.1388888889,36.2777777778,20.8333333333,26.3703703704,13.1388888889,41.4797705314,16.6527777778,37.18125,933.21025,67.9395,364.254,0.0901822222222,0.110477777778
78,0.0,0.389864263462,0.624465954606,0.708937656618,164.310662251,111.658583234,5.76,882.151318182,deciduous,458.656666667,72.5593007286,0.84,1.13888888889,244.888888889,34.5833333333,20.0925925926,24.8981481481,12.8888888889,34.4202898551,15.4216049383,69.431,885.65325,75.01225,346.89175,0.0658,0.11495
79,0.0,0.399521584335,0.683266577659,0.617434884957,164.310662251,111.658583234,5.76,688.016,deciduous,458.656666667,72.5593007286,0.84,7.08333333333,149.138888889,34.4259259259,19.5925925926,25.1759259259,12.3240740741,38.3260869565,15.0234567901,83.2435,887.714,75.05,320.8485,0.07795,0.078575
80,0.0,0.343113039608,0.502781486426,0.96711975093,164.310662251,111.658583234,5.76,968.4938,deciduous,458.656666667,72.5593007286,0.84,14.5,87.7222222222,35.537037037,21.1203703704,26.6388888889,13.1851851852,41.6237922705,18.1834554335,63.30625,930.9795,50.94775,412.2235,0.157383333333,0.176594117647
81,0.0,0.316410769915,0.507521139297,0.104108132736,164.310662251,111.658583234,5.76,1036.676,deciduous,458.656666667,72.5593007286,0.84,10.0277777778,75.7222222222,34.4444444444,20.212962963,25.6851851852,12.7037037037,38.981884058,16.8561728395,35.0675,859.722,49.95425,404.6085,0.0579083333333,0.09535
82,0.0,0.332242990654,0.302403204272,0.0725947300478,164.310662251,111.658583234,5.76,1092.51757143,deciduous,458.656666667,72.5593007286,0.84,18.3055555556,92.3888888889,33.8240740741,22.8240740741,25.6018518519,15.1759259259,36.4495772947,21.3104938272,39.0615,853.014,44.19775,431.78,0.0634692307692,0.1044
83,0.0,0.336648865154,0.786137071651,0.0114663224239,164.310662251,111.658583234,5.76,1098.3754,deciduous,458.656666667,72.5593007286,0.84,58.6111111111,48.4444444444,32.4166666667,23.212962963,24.8333333333,15.5,34.3517512077,21.0601851852,64.21125,849.8955,57.30925,396.85225,0.0642285714286,0.0765777777778
