,FAM,live_basal_area,LAI_sum,LAI_win,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi
855,0.0386737552707,27.8584839826,1.94980648283,0.830140299952,165.744156077,105.653791172,28.32,525.61665,1470.62111111,399.18229169,1.0,14.8333333333,699.75,26.2962962963,7.37962962963,19.6388888889,3.68518518519,23.1464371981,4.85648148148,176.92475,920.077,53.55625,227.47275,0.125827631579,0.169008064516,254,31.0,51.0,616
856,0.052281189657,27.1314791267,2.0473149492,0.921964199323,165.744156077,105.653791172,28.32,462.567285714,1470.62111111,399.18229169,1.0,1.91666666667,615.722222222,26.5740740741,7.26851851852,20.037037037,3.36111111111,25.1065821256,5.75339506173,241.79275,913.12375,51.67,211.31075,0.126574324324,0.165476595745,254,31.0,51.0,616
857,0.0586245048202,27.5816642083,1.99224721819,1.20274552492,165.744156077,105.653791172,28.32,683.081146341,1470.62111111,399.18229169,1.0,3.66666666667,640.944444444,27.9722222222,8.32407407407,21.1851851852,3.96296296296,30.9622584541,6.8489010989,43.4555,1062.5925,58.793,270.18025,0.152120689655,0.224328,254,31.0,51.0,616
858,0.0179045168231,27.1314791267,1.79985486212,1.13495403967,165.744156077,105.653791172,28.32,716.44147619,1470.62111111,399.18229169,1.0,38.0,142.416666667,26.212962963,10.4166666667,19.8055555556,5.66666666667,26.0516304348,8.78271604938,46.19625,1015.7925,69.1695,285.119,0.127945901639,0.181346551724,254,31.0,51.0,616
859,0.00695718374245,27.0551568446,1.7924044509,1.32352443154,165.744156077,105.653791172,28.32,911.347028571,1470.62111111,399.18229169,1.0,38.6666666667,509.888888889,27.712962963,11.0462962963,21.212962963,6.87962962963,29.4571256039,8.83549382716,23.82075,1058.1585,66.6095,307.51625,0.130229032258,0.189487719298,254,31.0,51.0,616
860,0.088192532748,27.8584839826,1.84570633769,1.2540275762,165.744156077,105.653791172,28.32,770.3381,1470.62111111,399.18229169,1.0,34.6666666667,245.083333333,26.5092592593,13.7222222222,20.3425925926,9.19444444444,26.8638285024,10.4959876543,40.05275,1027.7495,94.35125,294.41575,0.126796721311,0.176513559322,254,31.0,51.0,616
861,0.000120446081074,19.0270336181,1.06374757752,1.08144379845,160.287287051,102.703424434,18.84,708.1966,496.68,309.418421918,0.24,2.0,309.111111111,34.6759259259,15.0833333333,26.1388888889,9.85185185185,47.5878623188,11.5182098765,81.7055,1080.50575,65.2935,301.24575,0.1243984375,0.178913114754,255,37.0,42.0,445
862,0.000361338269514,14.722159502,1.24890988372,1.01799903101,160.287287051,102.703424434,18.84,612.360625,496.68,309.418421918,0.24,11.25,431.694444444,33.1203703704,13.3055555556,25.287037037,9.19444444444,41.6328502415,7.40401234568,87.99275,947.64775,57.52875,232.68325,0.125075,0.181675,255,37.0,42.0,445
863,0.00457695127363,10.0635200062,1.22585998062,1.0105377907,160.287287051,102.703424434,18.84,609.882809524,496.68,309.418421918,0.24,1.86111111111,399.333333333,33.6944444444,13.0833333333,25.8240740741,8.53703703704,42.7403381643,8.90956790123,141.77675,928.146,53.253,231.0505,0.125292307692,0.1795,255,37.0,42.0,445
864,0.00168624511751,11.7589186483,1.18934108527,0.965697674419,160.287287051,102.703424434,18.84,810.034857143,496.68,309.418421918,0.24,0.333333333333,339.083333333,34.7962962963,14.3518518519,25.8611111111,9.17592592593,47.7596618357,10.5106837607,56.3224166667,1086.722,58.115,282.3575,0.155525423729,0.213912903226,255,37.0,42.0,445
865,0.00192713729719,10.7254512456,1.09503391473,1.05492974806,160.287287051,102.703424434,18.84,940.860441176,496.68,309.418421918,0.24,19.8055555556,76.1111111111,32.9537037037,16.2037037037,25.1666666667,9.83333333333,41.6189613527,13.162654321,72.2065,1048.56675,65.5435,288.85825,0.124940983607,0.184530188679,255,37.0,42.0,445
866,0.000240892162149,22.6195198371,1.10408187984,0.925024224806,160.287287051,102.703424434,18.84,974.8615,496.68,309.418421918,0.24,45.5833333333,318.166666667,34.2314814815,17.0925925926,26.2407407407,11.4074074074,45.6108091787,13.8382716049,65.0465,1089.57025,58.03125,317.80425,0.127796610169,0.194240384615,255,37.0,42.0,445
867,0.0155375453788,12.1477283898,1.07095445736,1.19156976744,160.287287051,102.703424434,18.84,920.368869565,496.68,309.418421918,0.24,22.9444444444,129.5,33.287037037,18.8333333333,25.537037037,13.0277777778,43.1884057971,14.4382716049,65.51175,1056.3305,74.68425,291.05375,0.121993103448,0.18822745098,255,37.0,42.0,445
868,0.000109061479565,22.9680880989,0.798498062016,0.922444282946,198.797257698,104.191347592,20.92,664.335,559.165555556,201.558704799,0.2,10.0555555556,460.111111111,33.5277777778,14.4074074074,25.6296296296,9.62037037037,43.6702898551,10.5558641975,160.65525,907.51475,47.2695,238.58625,0.0971565217391,0.140977586207,256,39.0,43.0,509
871,0.000109061479565,18.4356162521,0.844282945736,0.739437984496,198.797257698,104.191347592,20.92,688.691666667,559.165555556,201.558704799,0.2,0.0,465.333333333,33.8796296296,13.9351851852,25.9537037037,9.10185185185,44.229468599,9.692002442,124.77125,922.67125,39.0235,243.913,0.110720338983,0.184332142857,256,39.0,43.0,509
872,0.000109061479565,21.0777334006,0.845651647287,0.936930717054,198.797257698,104.191347592,20.92,724.0775,559.165555556,201.558704799,0.2,27.1388888889,131.611111111,32.0185185185,15.6944444444,24.7777777778,10.037037037,38.4676932367,12.3570987654,135.76975,872.65625,33.9295,241.73,0.107524193548,0.149748837209,256,39.0,43.0,509
873,0.00021812295913,0.0,0.798207364341,0.744355620155,198.797257698,104.191347592,20.92,867.086,559.165555556,201.558704799,0.2,50.0833333333,487.722222222,32.9259259259,16.6018518519,25.7685185185,11.6851851852,40.4332729469,12.7067901235,132.112,903.27925,43.68825,283.65025,0.104564516129,0.161477272727,256,39.0,43.0,509
874,0.00229029104706,9.82781220055,0.79011627907,1.07748304264,198.797257698,104.191347592,20.92,864.582133333,559.165555556,201.558704799,0.2,15.6944444444,136.027777778,32.3333333333,18.462962963,25.1851851852,13.1666666667,39.7071256039,13.6580246914,125.45175,888.72275,40.691,271.068,0.103255555556,0.170012765957,256,39.0,43.0,509
875,0.00181095443244,30.0373297252,2.50801841085,1.65689195736,198.208937035,99.2090537298,29.96,598.39362069,1214.10111111,265.488915439,1.0,10.8611111111,704.944444444,29.9907407407,10.712962963,22.5833333333,5.84259259259,35.4800724638,8.5462962963,127.31125,822.323,74.3725,184.3095,0.143339130435,0.184391666667,257,38.0,42.0,331
876,0.0175058933935,31.2954631637,2.63724563953,1.21637596899,198.208937035,99.2090537298,29.96,507.383947368,1214.10111111,265.488915439,1.0,17.7222222222,743.888888889,28.4537037037,9.7962962963,21.7592592593,5.40740740741,30.4803743961,6.31666666667,177.4335,722.7185,65.02275,140.04825,0.14426,0.186001785714,257,38.0,42.0,331
877,0.0169022410571,31.7515997884,2.73467781008,1.27269864341,198.208937035,99.2090537298,29.96,416.263714286,1214.10111111,265.488915439,1.0,2.25,794.555555556,29.0925925926,9.30555555556,21.8888888889,4.73148148148,31.3203502415,7.19567901235,226.4585,702.27075,58.43825,136.47425,0.141870588235,0.18674516129,257,38.0,42.0,331
878,0.00482921213218,29.2456891015,2.57105135659,1.7675629845,198.208937035,99.2090537298,29.96,651.361032258,1214.10111111,265.488915439,1.0,0.0,723.166666667,30.2407407407,10.037037037,22.7407407407,5.37962962963,35.7901570048,7.80677655678,70.1305,834.61475,74.53975,233.2855,0.147796610169,0.193914814815,257,38.0,42.0,331
879,0.00553347194197,32.3527336933,2.36856831395,1.58459302326,198.208937035,99.2090537298,29.96,657.302833333,1214.10111111,265.488915439,1.0,35.1666666667,178.333333333,28.3518518519,12.0925925926,21.7037037037,6.46296296296,31.1225845411,10.0027777778,69.61825,763.4215,82.391,208.02725,0.14215483871,0.175518181818,257,38.0,42.0,331
880,0.0175058933935,31.2347162793,2.4296875,1.90377906977,198.208937035,99.2090537298,29.96,821.29468,1214.10111111,265.488915439,1.0,61.5277777778,675.222222222,29.25,12.5462962963,22.537037037,7.90740740741,32.4115338164,9.57901234568,58.98625,781.03475,80.75075,262.89525,0.136332258065,0.190602222222,257,38.0,42.0,331
881,0.0198198905807,29.260037012,2.37397044574,1.91908914729,198.208937035,99.2090537298,29.96,752.899421053,1214.10111111,265.488915439,1.0,27.75,194.916666667,28.787037037,14.787037037,22.0092592593,9.80555555556,31.9836956522,11.1484567901,36.40175,799.09525,110.77525,267.18175,0.140249206349,0.190828571429,257,38.0,42.0,331
882,0.00937666835037,36.6008648505,2.50416666667,1.06564922481,168.034316761,102.992513489,26.36,586.863833333,1723.40777778,238.556038945,1.0,8.88888888889,701.972222222,27.037037037,7.63888888889,19.7962962963,2.7037037037,30.1313405797,6.67561728395,174.68925,766.227,58.28325,157.9705,0.1727,0.189617307692,258,23.0,69.0,219
883,0.0656366736544,36.6008648505,2.60632267442,0.697965116279,168.034316761,102.992513489,26.36,521.765333333,1723.40777778,238.556038945,1.0,9.08333333333,719.888888889,25.6296296296,7.07407407407,18.6481481481,2.57407407407,26.4311594203,5.23919753086,227.5385,677.9095,51.55225,124.173,0.170732432432,0.190005882353,258,23.0,69.0,219
884,0.0246266338365,36.6008648505,2.72873062016,0.781686046512,168.034316761,102.992513489,26.36,430.390404762,1723.40777778,238.556038945,1.0,3.36111111111,788.527777778,26.0925925926,6.24074074074,18.9537037037,1.65740740741,26.3128019324,5.59537037037,276.28625,661.03375,50.91425,117.5205,0.167017567568,0.190147058824,258,23.0,69.0,219
885,0.0131891590022,36.6008648505,2.56826550388,1.46159156977,168.034316761,102.992513489,26.36,662.117285714,1723.40777778,238.556038945,1.0,0.0833333333333,700.222222222,27.2222222222,7.21296296296,19.8240740741,2.47222222222,29.9713164251,6.49328449328,121.5235,779.9095,57.319,213.25025,0.16186779661,0.187027272727,258,23.0,69.0,219
886,0.00793410361968,38.9522946677,2.36159156977,1.10472383721,168.034316761,102.992513489,26.36,658.389129032,1723.40777778,238.556038945,1.0,33.5277777778,170.194444444,25.712962963,9.12962962963,18.8148148148,3.28703703704,26.4051932367,8.21481481481,128.36325,698.97,65.15125,161.7545,0.161044444444,0.191053333333,258,23.0,69.0,219
887,0.0412161220017,35.3769030919,2.39941860465,1.64743217054,168.034316761,102.992513489,26.36,801.423676471,1723.40777778,238.556038945,1.0,58.0833333333,616.555555556,26.2777777778,9.37037037037,19.7222222222,4.63888888889,27.3632246377,7.58888888889,95.05225,709.833,68.2275,234.655,0.156418032787,0.199035555556,258,23.0,69.0,219
888,0.0896450647779,36.5527220247,2.50445736434,1.70171996124,168.034316761,102.992513489,26.36,756.542967742,1723.40777778,238.556038945,1.0,50.1388888889,205.388888889,25.9722222222,11.7962962963,19.1111111111,6.62037037037,26.9764492754,9.28240740741,63.764,737.84425,94.189,244.9065,0.160369354839,0.208657777778,258,23.0,69.0,219
889,0.00235628080711,32.4094288092,2.4253875969,1.54777131783,161.390913531,111.247647174,25.84,691.18925641,1409.55222222,228.761478268,0.88,7.16666666667,452.166666667,29.3148148148,8.61111111111,20.7962962963,3.48148148148,35.1968599034,7.09691358025,130.77125,756.9375,63.58775,142.945,0.189508695652,0.197261538462,259,19.0,66.0,399
890,0.00964953159611,32.4094288092,2.56384447674,1.13095930233,161.390913531,111.247647174,25.84,583.31725641,1409.55222222,228.761478268,0.88,10.0,460.833333333,28.1018518519,8.5462962963,19.712962963,3.90740740741,31.0003019324,6.04537037037,178.07,673.85075,60.5575,113.69525,0.185120289855,0.197537254902,259,19.0,66.0,399
891,0.00718104634392,32.4094288092,2.66793846899,1.12469718992,161.390913531,111.247647174,25.84,495.750897436,1409.55222222,228.761478268,0.88,6.91666666667,499.166666667,28.3888888889,7.58333333333,20.0092592593,2.66666666667,31.5163043478,6.19598765432,237.573,659.65625,52.9495,106.713,0.182946268657,0.200271428571,259,19.0,66.0,399
892,0.00336611558801,32.4094288092,2.20098110465,1.78638565891,161.390913531,111.247647174,25.84,749.447102564,1409.55222222,228.761478268,0.88,0.444444444444,437.138888889,29.4074074074,8.78703703704,20.5833333333,3.62962962963,35.1862922705,7.30067155067,87.0615,764.3575,63.81875,205.15,0.185978181818,0.167772,259,19.0,66.0,399
893,0.0015708538714,32.9856299814,1.94079457364,1.17215358527,161.390913531,111.247647174,25.84,773.433347826,1409.55222222,228.761478268,0.88,37.2222222222,110.055555556,28.0462962963,10.3055555556,19.787037037,3.92592592593,31.6754227053,8.86790123457,91.005,683.29925,67.715,133.91225,0.191642622951,0.20895106383,259,19.0,66.0,399
894,0.046452395219,32.4094288092,1.93665213178,1.43584060078,161.390913531,111.247647174,25.84,889.744025641,1409.55222222,228.761478268,0.88,43.9444444444,358.583333333,28.8333333333,10.8055555556,20.9907407407,5.49074074074,33.3894927536,8.49814814815,68.88,686.21675,71.866,218.5405,0.184737288136,0.215655319149,259,19.0,66.0,399
895,0.0690053708604,31.410476872,1.98735465116,1.46945251938,161.390913531,111.247647174,25.84,839.280333333,1409.55222222,228.761478268,0.88,34.25,145.194444444,28.6018518519,13.1574074074,20.1851851852,7.21296296296,32.6554951691,10.3716049383,61.6185,720.8535,98.99025,233.7915,0.182732758621,0.220143478261,259,19.0,66.0,399
896,0.035333832068,27.0380636369,2.33907837446,1.36493710692,173.151408049,105.019573672,26.4,707.827595238,1460.73888889,284.696289713,0.92,9.25,423.416666667,29.4074074074,8.92592592593,20.3981481481,3.22222222222,36.1089975845,7.46080246914,113.02325,815.58075,60.51725,148.43125,0.176249275362,0.201433333333,260,19.0,66.0,202
897,0.0172033524605,27.0380636369,2.49104983067,1.17498790518,173.151408049,105.019573672,26.4,603.7015,1460.73888889,284.696289713,0.92,8.05555555556,425.166666667,28.4722222222,8.62962962963,19.3148148148,3.61111111111,32.5407608696,6.42222222222,159.575,730.16175,56.50475,114.86175,0.178482608696,0.198316981132,260,19.0,66.0,202
898,0.0134948457914,27.0380636369,2.65954281567,1.07957184325,173.151408049,105.019573672,26.4,510.831785714,1460.73888889,284.696289713,0.92,15.3611111111,477.166666667,29.0462962963,7.71296296296,19.8981481481,2.32407407407,33.6585144928,6.40185185185,219.1515,716.54275,49.6005,105.97025,0.181767164179,0.200265714286,260,19.0,66.0,202
899,0.0184395213502,27.0380636369,2.53727624577,1.59559748428,173.151408049,105.019573672,26.4,762.554952381,1460.73888889,284.696289713,0.92,0.805555555556,398.611111111,29.537037037,8.9537037037,20.3611111111,3.25925925926,36.297705314,7.53663003663,64.74975,824.4055,64.56325,225.849,0.179978181818,0.147137931034,260,19.0,66.0,202
900,0.00329645077231,27.0380636369,2.58497822932,1.37660861151,173.151408049,105.019573672,26.4,767.698428571,1460.73888889,284.696289713,0.92,57.8055555556,99.4444444444,27.9166666667,9.69444444444,19.1851851852,3.23148148148,32.4692028986,8.6274691358,74.126,748.162,62.584,141.25225,0.188884482759,0.201808333333,260,19.0,66.0,202
901,0.00144219719789,28.4219132586,2.46470730527,1.76560232221,173.151408049,105.019573672,26.4,886.912787879,1460.73888889,284.696289713,0.92,46.6111111111,337.611111111,28.6759259259,10.75,20.3333333333,4.98148148148,33.8176328502,8.69228395062,47.27675,753.4285,75.30325,239.45525,0.179653333333,0.220545833333,260,19.0,66.0,202
902,0.0474894969741,26.9327901704,2.48547411708,1.84898403483,173.151408049,105.019573672,26.4,856.573923077,1460.73888889,284.696289713,0.92,38.9444444444,143.777777778,28.3888888889,13.0925925926,19.6388888889,6.82407407407,32.92602657,10.5280864198,58.73925,782.065,99.72975,251.12125,0.181811666667,0.216445833333,260,19.0,66.0,202
903,0.0805513419301,23.0249231395,1.69898255814,0.826950096899,180.325676823,102.814223826,25.92,737.476928571,1732.81666667,200.623020586,0.96,6.77777777778,264.833333333,27.1296296296,7.25,18.712962963,1.44444444444,31.6443236715,6.62067901235,318.6875,814.5535,52.98825,146.95725,0.165818571429,0.188017857143,261,7.0,91.0,232
904,0.062095904008,23.0249231395,1.81247577519,0.684617248062,180.325676823,102.814223826,25.92,642.206071429,1732.81666667,200.623020586,0.96,9.41666666667,298.527777778,26.0092592593,7.00925925926,17.3611111111,2.00925925926,28.1935386473,5.84104938272,335.57825,733.291,48.06875,114.32525,0.172907352941,0.184210909091,261,7.0,91.0,232
905,0.0574055732923,23.0249231395,1.99952761628,0.699685077519,180.325676823,102.814223826,25.92,530.139738095,1732.81666667,200.623020586,0.96,3.77777777778,293.888888889,26.5092592593,6.07407407407,18.3796296296,0.601851851852,28.9776570048,5.7537037037,366.961,722.135,46.26625,104.56275,0.177292647059,0.195561764706,261,7.0,91.0,232
906,0.026510567557,23.0249231395,1.86603682171,1.22519379845,180.325676823,102.814223826,25.92,827.039309524,1732.81666667,200.623020586,0.96,1.97222222222,225.972222222,27.75,7.19444444444,19.1111111111,1.69444444444,32.4936594203,6.7905982906,309.2715,831.09675,54.88025,226.76575,0.171062068966,0.206475,261,7.0,91.0,232
907,0.00316087538813,24.3775002823,1.99043120155,0.905365794574,180.325676823,102.814223826,25.92,765.329648649,1732.81666667,200.623020586,0.96,73.6111111111,54.6111111111,26.0833333333,8.33333333333,18.0092592593,1.97222222222,28.6639492754,8.08333333333,312.38875,753.23075,53.9785,144.83125,0.168501666667,0.1894775,261,7.0,91.0,232
908,0.00152945580234,24.4919800247,1.8824127907,1.32983284884,180.325676823,102.814223826,25.92,927.32424,1732.81666667,200.623020586,0.96,53.5555555556,229.305555556,26.6296296296,9.19444444444,18.9722222222,3.74074074074,29.5522342995,7.93425925926,295.96775,763.937,69.48,245.7595,0.157804918033,0.209730612245,261,7.0,91.0,232
909,0.018965251854,23.0249231395,1.98064437984,1.37791908915,180.325676823,102.814223826,25.92,892.805619048,1732.81666667,200.623020586,0.96,45.1111111111,119.916666667,26.2962962963,11.6018518519,18.2777777778,5.55555555556,28.8861714976,9.59197530864,309.562,788.185,82.46875,254.7575,0.156295081967,0.205516666667,261,7.0,91.0,232
924,0.00223420340805,42.108288543,4.45643274854,3.37459795322,177.998054599,104.621783839,30.04,583.366964286,383.848888889,204.540736092,1.0,9.77777777778,565.138888889,29.0833333333,13.212962963,20.3333333333,8.14814814815,29.1702898551,7.18024691358,143.33775,786.83525,111.21125,260.10625,0.211894594595,0.238664,265,37.0,40.0,379
925,0.00030466411722,42.108288543,4.81106237817,3.02960526316,177.998054599,104.621783839,30.04,413.778214286,383.848888889,204.540736092,1.0,32.7222222222,872.416666667,27.3333333333,13.0925925926,19.1851851852,8.85185185185,21.5854468599,5.9762345679,221.6745,697.597,92.23375,227.00575,0.216419047619,0.232917647059,265,37.0,40.0,379
926,0.000913992292547,42.108288543,4.91672758285,3.13276072125,177.998054599,104.621783839,30.04,447.106321429,383.848888889,204.540736092,1.0,9.44444444444,773.666666667,27.5462962963,12.0555555556,19.4722222222,7.62037037037,23.9698067633,5.90833333333,228.19125,727.02125,97.4525,213.17375,0.21345625,0.222092592593,265,37.0,40.0,379
928,0.0113741260971,42.108288543,4.55765107212,3.70140107212,177.998054599,104.621783839,30.04,545.379428571,383.848888889,204.540736092,1.0,107.166666667,241.666666667,27.4814814815,13.3240740741,19.4907407407,7.87037037037,24.4821859903,8.11944444444,52.12,816.599,151.74175,314.66825,0.2332,0.278366666667,265,37.0,40.0,379
929,0.0174674091508,41.4255012387,4.24523635478,3.75985623782,177.998054599,104.621783839,30.04,802.16916,383.848888889,204.540736092,1.0,75.9444444444,537.083333333,28.8240740741,15.4259259259,20.5740740741,9.9537037037,28.0,9.36604938272,52.3865,876.5625,99.277,285.97425,0.2267875,0.2909,265,37.0,40.0,379
930,0.008327485516,39.6598307967,4.56268274854,3.55134015595,177.998054599,104.621783839,30.04,656.068,383.848888889,204.540736092,1.0,46.75,426.0,27.6203703704,17.4259259259,19.8055555556,11.7962962963,26.3553743961,10.3419753086,72.57375,814.54525,135.4545,284.41375,0.2237,0.310757142857,265,37.0,40.0,379
931,0.000507582287966,33.1570721764,3.43855072464,2.51512077295,188.450817181,101.948420802,29.16,537.766851064,899.666666667,338.74572568,1.0,11.8611111111,647.972222222,29.9814814815,11.6111111111,20.9444444444,6.22222222222,33.4658816425,7.56234567901,134.0875,897.595,94.571,253.5095,0.148078787879,0.163925,266,38.0,40.0,193
932,0.00477127321143,33.1570721764,3.79677536232,2.11212560386,188.450817181,101.948420802,29.16,416.048340426,899.666666667,338.74572568,1.0,36.2777777778,984.5,28.0,10.9444444444,19.8611111111,6.51851851852,24.9208937198,6.02808641975,210.232,767.0785,80.2545,219.01325,0.1477525,0.157806896552,266,38.0,40.0,193
933,0.0018272961185,33.1570721764,3.86222222222,2.10997584541,188.450817181,101.948420802,29.16,435.109489362,899.666666667,338.74572568,1.0,11.9722222222,901.583333333,28.2962962963,10.6018518519,20.0,5.73148148148,27.6274154589,6.41049382716,225.418,794.658,80.21125,202.18325,0.126712765957,0.143542857143,266,38.0,40.0,193
935,0.0117759083717,33.1864119802,3.64316425121,2.61185990338,188.450817181,101.948420802,29.16,500.311045455,899.666666667,338.74572568,1.0,113.916666667,272.666666667,28.3425925926,12.2407407407,20.0740740741,6.42592592593,28.1171497585,8.69783950617,74.232,851.28875,105.01225,266.933,0.154,0.221,266,38.0,40.0,193
936,0.0115728758111,33.2318931381,3.44880434783,2.85788647343,188.450817181,101.948420802,29.16,778.66815,899.666666667,338.74572568,1.0,76.0555555556,655.388888889,30.4259259259,13.5925925926,21.75,8.14814814815,33.7898550725,9.43209876543,42.4145,919.2715,85.6255,280.71325,0.169563636364,0.238725,266,38.0,40.0,193
937,0.00913648035613,32.5302798598,3.22664251208,2.8106763285,188.450817181,101.948420802,29.16,658.295605263,899.666666667,338.74572568,1.0,48.9722222222,540.055555556,28.462962963,16.037037037,20.3425925926,10.25,30.1597222222,11.075617284,50.351,871.75275,123.30425,284.65375,0.170818181818,0.2249875,266,38.0,40.0,193
938,0.000706014512674,35.1883557681,3.47428118908,2.1782285575,168.405866922,101.976608878,30.96,596.256234043,1126.39111111,231.717064851,1.0,9.97222222222,587.416666667,30.3333333333,10.75,20.6018518519,4.86111111111,35.4954710145,7.38888888889,125.96825,971.43225,94.0645,255.886,0.113725,0.135275,267,43.0,45.0,875
939,0.00716100464476,35.1883557681,3.71864035088,1.77174707602,168.405866922,101.976608878,30.96,466.019638298,1126.39111111,231.717064851,1.0,20.5833333333,918.0,28.6111111111,10.0648148148,19.8240740741,5.2962962963,27.8834541063,5.84598765432,199.58225,813.965,78.39725,217.84075,0.112173214286,0.137483333333,267,43.0,45.0,875
940,0.00564811610139,35.1883557681,3.88458820663,1.95054824561,168.405866922,101.976608878,30.96,470.327021277,1126.39111111,231.717064851,1.0,12.2222222222,767.361111111,29.2685185185,9.76851851852,20.0092592593,4.42592592593,30.7472826087,6.18641975309,225.4355,828.063,75.14175,196.8215,0.101166666667,0.1222,267,43.0,45.0,875
941,0.00827045605537,35.1883557681,3.9144005848,2.15907651072,168.405866922,101.976608878,30.96,594.718680851,1126.39111111,231.717064851,1.0,18.0,980.388888889,30.25,9.69444444444,20.462962963,4.21296296296,36.7660024155,6.57692307692,95.08525,952.4295,84.2995,242.751,0.1565,0.27122,267,43.0,45.0,875
942,0.00383265041294,35.1883557681,3.6480994152,2.2663377193,168.405866922,101.976608878,30.96,589.373787234,1126.39111111,231.717064851,1.0,99.3333333333,267.083333333,29.1481481481,12.1203703704,20.0648148148,5.49074074074,31.7418478261,8.9549382716,89.0225,902.76375,98.17775,261.791,0.124709090909,0.167420833333,267,43.0,45.0,875
943,0.0255173824439,35.3348830509,3.52049220273,2.48228557505,168.405866922,101.976608878,30.96,837.789275,1126.39111111,231.717064851,1.0,59.6111111111,584.083333333,31.1111111111,12.9351851852,21.5740740741,6.83333333333,37.1950483092,9.14444444444,31.02975,957.4765,87.71075,282.2795,0.12605,0.174246153846,267,43.0,45.0,875
944,0.0259208186374,36.3889756279,3.27744883041,2.33992446394,168.405866922,101.976608878,30.96,684.842404762,1126.39111111,231.717064851,1.0,59.8333333333,463.833333333,29.1111111111,15.7037037037,20.2407407407,9.09259259259,32.3882850242,11.449382716,48.83275,917.13475,120.62775,282.63475,0.141188,0.163048,267,43.0,45.0,875
945,0.0062007628719,29.7607674848,2.94426627794,1.92433187561,180.929158675,104.936007035,30.16,613.033304348,1201.34222222,209.22235008,1.0,11.9166666667,513.833333333,29.7685185185,9.85185185185,20.9444444444,4.34259259259,34.1289251208,6.72716049383,140.29375,997.77625,81.6765,252.91725,0.116802739726,0.14085942029,268,43.0,45.0,262
946,0.00110013531068,29.7607674848,3.02953109815,1.58457240039,180.929158675,104.936007035,30.16,507.365934783,1201.34222222,209.22235008,1.0,15.2222222222,810.166666667,28.2037037037,8.86111111111,20.0925925926,4.46296296296,27.3354468599,4.78271604938,201.844,830.802,66.6345,212.36175,0.113988157895,0.142551612903,268,43.0,45.0,262
947,0.00160019678379,29.7607674848,3.30162779397,1.70519922255,180.929158675,104.936007035,30.16,472.770869565,1201.34222222,209.22235008,1.0,8.63888888889,665.416666667,28.5185185185,8.39814814815,20.1759259259,3.64814814815,28.8112922705,5.21851851852,245.02925,832.4315,64.50875,192.8775,0.109478378378,0.132702040816,268,43.0,45.0,262
948,0.00490060283226,29.7607674848,3.34323372206,2.07441690962,180.929158675,104.936007035,30.16,631.964108696,1201.34222222,209.22235008,1.0,13.0833333333,834.527777778,29.9166666667,8.76851851852,20.9166666667,3.65740740741,34.9876207729,5.97924297924,75.305,976.604,69.19425,239.908,0.147860784314,0.22510952381,268,43.0,45.0,262
949,0.00150018453574,29.7607674848,3.03708697765,2.01675170068,180.929158675,104.936007035,30.16,650.112195652,1201.34222222,209.22235008,1.0,79.4722222222,210.694444444,28.1759259259,11.3888888889,20.1296296296,5.48148148148,29.7847222222,8.24166666667,80.377,924.834,81.47175,258.97525,0.122855357143,0.172538181818,268,43.0,45.0,262
950,0.00830102089593,31.2079936584,2.90586734694,2.26865889213,180.929158675,104.936007035,30.16,854.963529412,1201.34222222,209.22235008,1.0,51.7777777778,528.638888889,30.0925925926,12.1574074074,21.6018518519,6.56481481481,34.5317028986,8.52901234568,37.301,969.169,72.839,278.0555,0.122218333333,0.169653448276,268,43.0,45.0,262
951,0.0641078825516,30.6262516444,2.70126336249,2.00621963071,180.929158675,104.936007035,30.16,725.989184211,1201.34222222,209.22235008,1.0,55.1111111111,376.277777778,28.287037037,14.8611111111,20.4259259259,8.78703703704,30.2053140097,10.474382716,64.42075,931.72075,99.2575,274.93525,0.124716129032,0.156055172414,268,43.0,45.0,262
952,0.00233429315173,25.5853565283,1.8946107056,1.21272506083,167.046721893,99.1328216112,27.04,654.870678571,888.673333333,316.019169531,0.76,7.41666666667,307.166666667,31.8055555556,11.8981481481,23.1574074074,7.0,40.8577898551,9.09907407407,85.72,1035.31175,84.57125,247.948,0.132204054054,0.166026984127,269,40.0,42.0,324
953,0.000710437005082,27.0034742631,2.16920924574,1.11433090024,167.046721893,99.1328216112,27.04,567.030190476,888.673333333,316.019169531,0.76,10.7777777778,525.888888889,30.5,10.3703703704,22.287037037,6.5462962963,34.5869565217,5.98456790123,136.95375,875.54225,68.98625,208.02775,0.126730263158,0.163277586207,269,40.0,42.0,324
954,0.0103520828167,18.329455573,2.23671532847,1.16283454988,167.046721893,99.1328216112,27.04,501.170533333,888.673333333,316.019169531,0.76,4.77777777778,454.805555556,30.5740740741,10.1666666667,22.3055555556,6.12962962963,34.663647343,6.99598765432,199.52375,867.434,63.306,190.10975,0.124554054054,0.156754761905,269,40.0,42.0,324
