0,9.99999974738e-05
1,9.99999974738e-05
2,0.0
3,9.99999974738e-05
4,0.0
5,0.0
6,0.0
7,0.0010000000475
8,0.000699999975041
9,0.000600000028498
10,0.00089999998454
11,0.000699999975041
12,0.00179999996908
13,0.00159999995958
14,0.000399999989895
15,0.000199999994948
16,9.99999974738e-05
17,0.000199999994948
18,0.000199999994948
19,9.99999974738e-05
20,9.99999974738e-05
21,9.99999974738e-05
22,9.99999974738e-05
23,9.99999974738e-05
24,9.99999974738e-05
25,9.99999974738e-05
26,0.00130000000354
27,0.0
28,0.00380000006407
29,0.00130000000354
30,0.00359999993816
31,0.00260000000708
32,0.00179999996908
33,0.00150000001304
34,0.00350000010803
35,0.00319999991916
36,0.00260000000708
37,0.00270000007004
38,0.00190000003204
39,0.00150000001304
40,0.000699999975041
41,0.020300000906
42,9.99999974738e-05
43,0.000199999994948
44,0.0
45,0.000199999994948
46,0.000300000014249
47,0.00370000000112
48,0.0153000000864
49,0.000399999989895
50,0.000300000014249
51,0.000199999994948
52,0.000600000028498
53,0.0010000000475
54,0.00570000009611
55,0.0216000005603
56,9.99999974738e-05
57,9.99999974738e-05
58,9.99999974738e-05
59,9.99999974738e-05
60,9.99999974738e-05
61,9.99999974738e-05
62,9.99999974738e-05
63,0.000399999989895
64,0.000399999989895
65,0.000600000028498
66,0.000600000028498
67,9.99999974738e-05
68,0.000399999989895
69,0.00419999985024
70,9.99999974738e-05
71,0.000199999994948
72,9.99999974738e-05
73,0.00109999999404
74,9.99999974738e-05
75,0.000199999994948
76,0.00209999992512
77,0.0
78,0.0
79,0.0
80,9.99999974738e-05
81,0.0
82,0.0
83,0.0
84,0.000199999994948
85,0.000600000028498
86,0.000300000014249
87,9.99999974738e-05
88,0.00139999995008
89,0.00109999999404
90,0.021099999547
91,9.99999974738e-05
92,9.99999974738e-05
93,0.00079999997979
94,9.99999974738e-05
95,9.99999974738e-05
96,9.99999974738e-05
97,0.00130000000354
98,0.000199999994948
99,0.00089999998454
100,0.000399999989895
101,9.99999974738e-05
102,9.99999974738e-05
103,0.000300000014249
104,0.0105999996886
105,9.99999974738e-05
106,9.99999974738e-05
107,0.000600000028498
108,9.99999974738e-05
109,0.0
110,9.99999974738e-05
111,0.00510000018403
112,9.99999974738e-05
113,9.99999974738e-05
114,0.0
115,0.0
116,9.99999974738e-05
117,9.99999974738e-05
118,0.000500000023749
119,0.00130000000354
120,0.00650000013411
121,0.0153000000864
122,0.00079999997979
123,0.000300000014249
124,0.000600000028498
125,0.00329999998212
126,0.0010000000475
