,FAM,RWC,CWD,elevation_std,elevation_mean,ppt_sum,location,aspect_mean,aspect_std,vsm_sum,canopy_height,EVP_win,twi_mean
376,0.0254006948856,0.379540258238,669.5285625,288.854190435,2706.99888889,122.055555556,174,177.718632071,104.841360995,0.161727586207,19.08,44.45325,303.04620462
377,0.0213083622283,0.0228089097499,641.0359,288.854190435,2706.99888889,70.0555555556,174,177.718632071,104.841360995,0.128084782609,19.08,56.9525,303.04620462
378,0.00304400259383,0.0374099396242,661.094088889,126.084944326,332.580357143,7.55555555556,177,172.85740397,102.827181262,0.329518032787,22.92,81.386,841.487603306
379,0.00104965613004,0.115536024191,501.945217391,126.084944326,332.580357143,17.75,177,172.85740397,102.827181262,0.332801694915,22.92,68.71625,841.487603306
380,0.00629793653586,0.204984729709,506.4004,126.084944326,332.580357143,2.61111111111,177,172.85740397,102.827181262,0.327863265306,22.92,67.8595,841.487603306
381,0.0321194762351,0.501518715635,663.126866667,126.084944326,332.580357143,0.388888888889,177,172.85740397,102.827181262,0.328648148148,22.92,70.83575,841.487603306
382,0.0321194762351,0.687397692113,794.884755556,126.084944326,332.580357143,22.0,177,172.85740397,102.827181262,0.327844827586,22.92,73.55675,841.487603306
383,0.00671779874348,0.577498443247,898.30537931,126.084944326,332.580357143,24.9166666667,177,172.85740397,102.827181262,0.326603030303,22.92,67.4525,841.487603306
384,0.00178441535997,0.885487696243,793.277823529,126.084944326,332.580357143,20.9722222222,177,172.85740397,102.827181262,0.3231,22.92,89.95575,841.487603306
385,0.00123706066757,0.015362512087,701.026928571,148.35347733,164.125555556,5.0,178,167.836915913,103.918376658,0.212444927536,16.4,86.74125,526.155
386,0.000412353582527,0.29614792208,549.052782609,148.35347733,164.125555556,2.91666666667,178,167.836915913,103.918376658,0.220924285714,16.4,72.7605,526.155
387,0.000962158279222,0.322935495677,550.965541667,148.35347733,164.125555556,0.666666666667,178,167.836915913,103.918376658,0.220563235294,16.4,72.43675,526.155
388,0.0142949235542,0.960552617317,736.967422222,148.35347733,164.125555556,0.111111111111,178,167.836915913,103.918376658,0.215860465116,16.4,74.19475,526.155
389,0.015669435656,0.936381426947,851.076431818,148.35347733,164.125555556,13.5,178,167.836915913,103.918376658,0.2167765625,16.4,79.70325,526.155
390,0.00481079171614,0.825193951247,952.68737037,148.35347733,164.125555556,18.0833333333,178,167.836915913,103.918376658,0.212241269841,16.4,73.5875,526.155
391,0.0380739783064,0.846464598772,877.011,148.35347733,164.125555556,17.5277777778,178,167.836915913,103.918376658,0.215203225806,16.4,95.50025,526.155
392,0.00112499991281,0.0720865682892,720.436159091,221.704237114,401.718888889,3.58333333333,179,175.569314991,104.168351616,0.147650724638,22.08,114.7625,371.570480929
393,0.000449999932382,0.605356278748,551.509458333,221.704237114,401.718888889,2.61111111111,179,175.569314991,104.168351616,0.151387142857,22.08,92.34425,371.570480929
394,0.000224999966191,0.601083906705,538.780441176,221.704237114,401.718888889,0.0833333333333,179,175.569314991,104.168351616,0.150169117647,22.08,90.45975,371.570480929
395,0.00112499991281,0.973471421979,742.024470588,221.704237114,401.718888889,0.0277777777778,179,175.569314991,104.168351616,0.156710638298,22.08,97.7975,371.570480929
396,0.00922499889214,0.606958172999,861.5667,221.704237114,401.718888889,21.4444444444,179,175.569314991,104.168351616,0.1505109375,22.08,112.3165,371.570480929
397,0.000787499873483,0.503403635985,968.306304348,221.704237114,401.718888889,18.0,179,175.569314991,104.168351616,0.149292063492,22.08,105.4295,371.570480929
398,0.0219374977104,0.27186034536,873.894581395,221.704237114,401.718888889,21.4166666667,179,175.569314991,104.168351616,0.14514516129,22.08,136.41325,371.570480929
399,0.000475770766378,0.0144203227601,768.967366667,129.080154421,309.061111111,2.05555555556,180,160.433476983,104.107892994,0.118218181818,16.44,106.8315,435.895695364
400,0.000356828100746,0.475727165285,603.740319149,129.080154421,309.061111111,0.638888888889,180,160.433476983,104.107892994,0.123389552239,16.44,86.8655,435.895695364
401,0.000118942691594,0.463530872403,585.175666667,129.080154421,309.061111111,0.666666666667,180,160.433476983,104.107892994,0.119211290323,16.44,86.25075,435.895695364
402,0.000832598832507,0.999785077606,806.061617647,129.080154421,309.061111111,0.0,180,160.433476983,104.107892994,0.167652542373,16.44,91.964,435.895695364
403,0.00701761924544,0.602178649269,934.609425,129.080154421,309.061111111,17.1111111111,180,160.433476983,104.107892994,0.1337796875,16.44,104.7615,435.895695364
404,0.000594713501243,0.472150601082,989.859555556,129.080154421,309.061111111,12.9166666667,180,160.433476983,104.107892994,0.130571666667,16.44,103.662,435.895695364
405,0.000237885383189,0.105707919831,936.961659091,129.080154421,309.061111111,11.0,180,160.433476983,104.107892994,0.121540677966,16.44,127.00675,435.895695364
406,0.000275932472352,0.0153975363942,772.585470588,128.791351504,419.1,2.88888888889,181,191.96171189,100.130405724,0.0939579710145,16.72,71.344,470.287375415
407,0.000137966236176,0.634098544233,679.4505,128.791351504,419.1,0.0,181,191.96171189,100.130405724,0.102010144928,16.72,65.05175,470.287375415
408,0.000137966236176,0.96444568869,560.9318,128.791351504,419.1,0.194444444444,181,191.96171189,100.130405724,0.111170588235,16.72,58.77075,470.287375415
409,0.0260756186874,0.469078101235,788.10673913,128.791351504,419.1,3.36111111111,181,191.96171189,100.130405724,0.0996724137931,16.72,58.579,470.287375415
410,0.000551864944703,0.536171730108,862.050111111,128.791351504,419.1,21.6944444444,181,191.96171189,100.130405724,0.11063442623,16.72,63.4295,470.287375415
411,0.00951967042663,0.263603862812,951.008375,128.791351504,419.1,19.0,181,191.96171189,100.130405724,0.106520338983,16.72,66.59525,470.287375415
412,0.0187634088427,0.37263100973,897.95283871,128.791351504,419.1,1.86111111111,181,191.96171189,100.130405724,0.105585483871,16.72,82.62925,470.287375415
413,0.00103145318079,0.0812432688129,663.992357143,212.265405798,906.751111111,3.27777777778,182,193.565897963,104.512111192,0.125860869565,26.24,105.8605,432.628099174
414,0.00361008607274,0.590180987239,570.575833333,212.265405798,906.751111111,0.166666666667,182,193.565897963,104.512111192,0.133149275362,26.24,92.05325,432.628099174
415,0.000928307802675,0.746130710132,480.919675676,212.265405798,906.751111111,6.69444444444,182,193.565897963,104.512111192,0.137494117647,26.24,81.21225,432.628099174
416,0.00319750480042,0.812567160632,733.191270833,212.265405798,906.751111111,9.19444444444,182,193.565897963,104.512111192,0.126162068966,26.24,86.95825,432.628099174
417,0.0030943594223,0.953841166424,738.530564103,212.265405798,906.751111111,34.1388888889,182,193.565897963,104.512111192,0.134928333333,26.24,107.58325,432.628099174
418,0.0127900192017,0.823757180892,865.550628571,212.265405798,906.751111111,31.5555555556,182,193.565897963,104.512111192,0.130192857143,26.24,100.40025,432.628099174
419,0.0369260208704,0.479664057873,809.699191489,212.265405798,906.751111111,2.44444444444,182,193.565897963,104.512111192,0.129987931034,26.24,145.713,432.628099174
420,0.032387915868,0.158800943915,598.310388889,228.212572713,1623.02333333,5.58333333333,183,193.119293265,102.390302131,0.147344285714,30.6,80.43725,374.461028192
421,0.0654799137683,0.700278168579,519.607232143,228.212572713,1623.02333333,1.63888888889,183,193.119293265,102.390302131,0.155934782609,30.6,73.63375,374.461028192
422,0.00915310669909,0.78332086402,404.717839286,228.212572713,1623.02333333,12.75,183,193.119293265,102.390302131,0.157629411765,30.6,65.253,374.461028192
423,0.00402334362973,0.799235390419,674.280303571,228.212572713,1623.02333333,16.3888888889,183,193.119293265,102.390302131,0.146408474576,30.6,64.719,374.461028192
424,0.0059344317953,0.583922620723,633.921839286,228.212572713,1623.02333333,35.9166666667,183,193.119293265,102.390302131,0.148052631579,30.6,92.99125,374.461028192
425,0.0266546499662,0.56064556454,748.940484848,228.212572713,1623.02333333,49.9166666667,183,193.119293265,102.390302131,0.147063793103,30.6,92.4665,374.461028192
426,0.131362168691,0.265317914213,722.874943396,228.212572713,1623.02333333,13.1944444444,183,193.119293265,102.390302131,0.14484137931,30.6,137.82225,374.461028192
427,0.024653668846,0.678679693646,596.35212963,304.035772869,2231.08777778,10.0,184,195.683314539,101.096944355,0.182894285714,18.68,50.815,340.955149502
428,0.0359436642419,0.937609174178,501.674660714,304.035772869,2231.08777778,7.11111111111,184,195.683314539,101.096944355,0.191013043478,18.68,47.86475,340.955149502
429,0.0171654040317,0.879297167477,387.181892857,304.035772869,2231.08777778,32.7222222222,184,195.683314539,101.096944355,0.189728787879,18.68,47.037,340.955149502
430,0.00357132581324,0.17622575299,660.862660377,304.035772869,2231.08777778,25.3055555556,184,195.683314539,101.096944355,0.185009259259,18.68,39.62475,340.955149502
431,0.00610581474529,0.148167209884,614.49175,304.035772869,2231.08777778,36.6944444444,184,195.683314539,101.096944355,0.194431666667,18.68,53.77525,340.955149502
432,0.0615189639638,0.123729123954,664.515358974,304.035772869,2231.08777778,88.8333333333,184,195.683314539,101.096944355,0.186192592593,18.68,56.94625,340.955149502
433,0.119581807851,0.47672369851,686.30138,304.035772869,2231.08777778,49.4444444444,184,195.683314539,101.096944355,0.179197222222,18.68,81.399,340.955149502
434,0.00681740474356,0.873990045757,631.885292683,284.649233873,2392.42333333,20.4166666667,185,174.000826749,105.384012497,0.189656521739,21.2,67.59425,338.071310116
435,0.00658630614088,0.989607426454,487.777043478,284.649233873,2392.42333333,18.5833333333,185,174.000826749,105.384012497,0.191756521739,21.2,62.39875,338.071310116
436,0.00947503679114,0.9136117324,369.5545,284.649233873,2392.42333333,51.4444444444,185,174.000826749,105.384012497,0.193550769231,21.2,60.901,338.071310116
437,0.00751070001353,0.17707092726,710.40715,284.649233873,2392.42333333,32.1944444444,185,174.000826749,105.384012497,0.180086363636,21.2,52.30525,338.071310116
438,0.00519971506286,0.0583750309649,650.740906977,284.649233873,2392.42333333,54.1388888889,185,174.000826749,105.384012497,0.16688852459,21.2,58.7535,338.071310116
439,0.0121326688387,0.0982646354575,683.756540541,284.649233873,2392.42333333,118.666666667,185,174.000826749,105.384012497,0.170124074074,21.2,59.70975,338.071310116
440,0.0165235395993,0.274362645535,702.927731707,284.649233873,2392.42333333,76.5555555556,185,174.000826749,105.384012497,0.158191428571,21.2,73.3195,338.071310116
441,0.0252395750656,0.903899495964,699.785083333,321.842006855,2129.73888889,29.4444444444,186,163.376323359,105.740093478,0.149143478261,12.88,55.86875,338.175206612
444,0.0157580425361,0.446468654384,820.197483871,321.842006855,2129.73888889,35.9166666667,186,163.376323359,105.740093478,0.139673469388,12.88,42.04975,338.175206612
445,0.0,0.312013966615,781.866166667,321.842006855,2129.73888889,32.1111111111,186,163.376323359,105.740093478,0.124962903226,12.88,53.94125,338.175206612
446,0.0324508825826,0.25744118158,784.48325,321.842006855,2129.73888889,74.1111111111,186,163.376323359,105.740093478,0.124966666667,12.88,57.0325,338.175206612
455,0.00136487382113,0.0504373548188,660.206571429,148.163744436,385.051111111,3.88888888889,189,177.155101461,102.582644489,0.352884210526,27.28,105.05125,384.722129784
456,0.00115489322386,0.112290735531,519.371047619,148.163744436,385.051111111,5.38888888889,189,177.155101461,102.582644489,0.356538461538,27.28,84.128,384.722129784
457,0.00178483501567,0.196419288719,537.198146341,148.163744436,385.051111111,1.0,189,177.155101461,102.582644489,0.349628571429,27.28,85.18475,384.722129784
458,0.0156435535798,0.52704818917,653.397857143,148.163744436,385.051111111,0.0277777777778,189,177.155101461,102.582644489,0.361628571429,27.28,92.3165,384.722129784
459,0.00745431089746,0.684341308418,801.34152381,148.163744436,385.051111111,17.4166666667,189,177.155101461,102.582644489,0.34021,27.28,94.10425,384.722129784
460,0.00440959217596,0.62356896689,907.522617647,148.163744436,385.051111111,27.6666666667,189,177.155101461,102.582644489,0.33851,27.28,86.303,384.722129784
461,0.00104990298634,0.903598383734,763.005852941,148.163744436,385.051111111,23.2222222222,189,177.155101461,102.582644489,0.33474,27.28,115.16475,384.722129784
462,0.000472992695686,0.0669734111574,694.081769231,167.890347446,375.588888889,1.91666666667,190,173.821005979,102.561559895,0.234571014493,20.24,96.999,426.4359401
463,0.000236496347843,0.158747242212,567.064738095,167.890347446,375.588888889,1.58333333333,190,173.821005979,102.561559895,0.238718571429,20.24,80.6945,426.4359401
464,0.000354744547576,0.262798508859,578.872214286,167.890347446,375.588888889,0.0833333333333,190,173.821005979,102.561559895,0.239214705882,20.24,80.74175,426.4359401
465,0.0010642335739,0.782814757672,712.115047619,167.890347446,375.588888889,0.0,190,173.821005979,102.561559895,0.225238095238,20.24,86.3465,426.4359401
466,0.00248321162654,0.665119114074,848.320275862,167.890347446,375.588888889,13.6388888889,190,173.821005979,102.561559895,0.227752380952,20.24,95.962,426.4359401
467,0.000472992695686,0.573169392512,951.300444444,167.890347446,375.588888889,23.0,190,173.821005979,102.561559895,0.222775409836,20.24,87.124,426.4359401
468,0.000827737208847,0.906027384564,814.726969697,167.890347446,375.588888889,20.75,190,173.821005979,102.561559895,0.232350819672,20.24,115.318,426.4359401
469,0.000224719095447,0.42568102756,745.089052632,206.573515671,617.638888889,2.11111111111,191,172.408768987,107.813274255,0.181830434783,22.6,97.6455,400.661691542
470,0.000449438190893,0.773940670918,591.090390244,206.573515671,617.638888889,0.777777777778,191,172.408768987,107.813274255,0.187761428571,22.6,79.16075,400.661691542
471,0.000449438190893,0.899404161175,591.678973684,206.573515671,617.638888889,0.0,191,172.408768987,107.813274255,0.184530882353,22.6,79.173,400.661691542
472,0.000337078667696,0.581142322057,754.794538462,206.573515671,617.638888889,0.0,191,172.408768987,107.813274255,0.185927272727,22.6,85.00375,400.661691542
473,0.00157303365178,0.144611401486,885.491233333,206.573515671,617.638888889,12.3333333333,191,172.408768987,107.813274255,0.1786875,22.6,98.03025,400.661691542
474,0.00280898870126,0.0333718618815,983.542666667,206.573515671,617.638888889,23.6944444444,191,172.408768987,107.813274255,0.175203225806,22.6,87.205,400.661691542
475,0.00337078654615,0.34012331958,867.561114286,206.573515671,617.638888889,18.8055555556,191,172.408768987,107.813274255,0.185177419355,22.6,119.97275,400.661691542
476,0.000344241600504,0.466827230984,774.133375,189.356374508,551.156666667,1.47222222222,192,153.457841302,107.240696937,0.165847761194,17.88,99.1585,454.406976744
477,0.000688483201009,0.972250328037,639.633289474,189.356374508,551.156666667,0.416666666667,192,153.457841302,107.240696937,0.17546969697,17.88,82.976,454.406976744
478,0.000344241600504,0.845894553774,619.944028571,189.356374508,551.156666667,0.0,192,153.457841302,107.240696937,0.167213432836,17.88,83.585,454.406976744
479,0.00470463500652,0.719202915944,801.074454545,189.356374508,551.156666667,0.0,192,153.457841302,107.240696937,0.198475862069,17.88,87.803,454.406976744
480,0.00378665740517,0.331939807359,896.650473684,189.356374508,551.156666667,11.3888888889,192,153.457841302,107.240696937,0.170578125,17.88,104.2585,454.406976744
481,0.00298342707079,0.276616506132,1024.4712,189.356374508,551.156666667,12.5833333333,192,153.457841302,107.240696937,0.169923809524,17.88,93.57675,454.406976744
482,0.0633404507525,0.023294021569,899.024264706,189.356374508,551.156666667,12.9444444444,192,153.457841302,107.240696937,0.165706451613,17.88,127.98125,454.406976744
484,0.000318563337024,0.863189107,683.473047619,157.85511194,494.568888889,1.77777777778,193,173.589330878,100.979183529,0.159288571429,18.84,81.27575,404.420965058
485,0.000106187771282,0.667553700692,635.002818182,157.85511194,494.568888889,0.138888888889,193,173.589330878,100.979183529,0.148219117647,18.84,79.242,404.420965058
487,0.000106187771282,0.62023653088,952.532,157.85511194,494.568888889,13.5833333333,193,173.589330878,100.979183529,0.1519890625,18.84,97.542,404.420965058
488,0.000955689949264,0.448094612352,1033.0097,157.85511194,494.568888889,11.6944444444,193,173.589330878,100.979183529,0.148336666667,18.84,91.78075,404.420965058
489,0.00392894763787,0.0315374507227,959.206829268,157.85511194,494.568888889,12.1111111111,193,173.589330878,100.979183529,0.137801694915,18.84,120.661,404.420965058
490,0.00151099295994,0.0117784512975,693.073473684,192.342067508,583.346666667,2.55555555556,195,188.737834719,99.4866116398,0.104401449275,23.32,105.867,448.602990033
491,0.000971352635053,0.45412473336,604.30288,192.342067508,583.346666667,0.0,195,188.737834719,99.4866116398,0.111613043478,23.32,96.4975,448.602990033
492,0.000431712278756,0.61836869312,536.422682927,192.342067508,583.346666667,0.527777777778,195,188.737834719,99.4866116398,0.11805,23.32,84.8885,448.602990033
493,0.0016189211003,0.510321693257,752.270380952,192.342067508,583.346666667,5.66666666667,195,188.737834719,99.4866116398,0.110815517241,23.32,91.608,448.602990033
494,0.00356162637041,0.914139672397,809.355119048,192.342067508,583.346666667,35.4722222222,195,188.737834719,99.4866116398,0.127831147541,23.32,100.42775,448.602990033
495,0.00561225978088,0.635779706194,870.853928571,192.342067508,583.346666667,32.1111111111,195,188.737834719,99.4866116398,0.121098245614,23.32,103.95575,448.602990033
496,0.0168367788401,0.851410665928,878.426647059,192.342067508,583.346666667,2.11111111111,195,188.737834719,99.4866116398,0.122563793103,23.32,134.57175,448.602990033
497,0.00852842570481,0.0755764551087,607.840583333,240.529382048,1134.13222222,2.91666666667,196,193.114546104,102.317102764,0.148063768116,30.32,115.2305,389.421227197
498,0.0112374540349,0.305864822476,544.3619375,240.529382048,1134.13222222,0.111111111111,196,193.114546104,102.317102764,0.13605942029,30.32,100.55025,389.421227197
499,0.00220735710932,0.365879366699,442.943958333,240.529382048,1134.13222222,8.88888888889,196,193.114546104,102.317102764,0.139191176471,30.32,87.24225,389.421227197
500,0.00742474668293,0.579172045493,682.203708333,240.529382048,1134.13222222,13.3055555556,196,193.114546104,102.317102764,0.132257627119,30.32,96.17775,389.421227197
501,0.00561872701747,0.880211416824,648.5605,240.529382048,1134.13222222,42.8888888889,196,193.114546104,102.317102764,0.139876271186,30.32,118.11,389.421227197
502,0.00632106812827,0.758959447816,801.152177778,240.529382048,1134.13222222,45.1944444444,196,193.114546104,102.317102764,0.137760714286,30.32,108.93725,389.421227197
503,0.00501672061806,0.362799997348,771.458366667,240.529382048,1134.13222222,2.94444444444,196,193.114546104,102.317102764,0.147908928571,30.32,159.83375,389.421227197
504,0.0152251737178,0.549727162003,576.960139535,275.696333179,1690.78222222,5.47222222222,197,192.235242417,104.382458402,0.171015942029,25.84,70.208,392.676666667
505,0.0278070886156,0.848461486576,514.035627907,275.696333179,1690.78222222,3.36111111111,197,192.235242417,104.382458402,0.172934782609,25.84,67.3745,392.676666667
506,0.0168111305853,0.598105190274,402.983,275.696333179,1690.78222222,12.6666666667,197,192.235242417,104.382458402,0.1711,25.84,58.663,392.676666667
507,0.000845842977484,0.88768115942,667.634976744,275.696333179,1690.78222222,19.5555555556,197,192.235242417,104.382458402,0.162740677966,25.84,57.607,392.676666667
508,0.00539224931225,0.626811594203,577.855860465,275.696333179,1690.78222222,41.1388888889,197,192.235242417,104.382458402,0.168056140351,25.84,79.54125,392.676666667
509,0.0105730372493,0.652173913043,703.150444444,275.696333179,1690.78222222,63.8888888889,197,192.235242417,104.382458402,0.172337288136,25.84,81.87025,392.676666667
510,0.0426093415524,0.119565217391,708.072976744,275.696333179,1690.78222222,23.0555555556,197,192.235242417,104.382458402,0.170684482759,25.84,114.35475,392.676666667
511,0.0139848010053,0.853257601117,609.968547619,265.337743952,2242.09111111,11.0,198,161.484635771,114.714279207,0.21793,21.28,52.62725,357.058236273
512,0.018320089864,0.943820052013,516.718073171,265.337743952,2242.09111111,10.4722222222,198,161.484635771,114.714279207,0.220323188406,21.28,49.885,357.058236273
513,0.0160825215469,0.828274856042,428.662547619,265.337743952,2242.09111111,19.1666666667,198,161.484635771,114.714279207,0.219608823529,21.28,49.79575,357.058236273
514,0.00559392079287,0.0535117240679,676.1255,265.337743952,2242.09111111,30.7222222222,198,161.484635771,114.714279207,0.230972727273,21.28,40.65625,357.058236273
515,0.00237741625557,0.0422854882494,598.407833333,265.337743952,2242.09111111,43.0833333333,198,161.484635771,114.714279207,0.2261,21.28,53.5835,357.058236273
516,0.0399965315525,0.0712865974471,665.026871795,265.337743952,2242.09111111,101.444444444,198,161.484635771,114.714279207,0.222648387097,21.28,56.30425,357.058236273
517,0.054261030714,0.202259348662,722.89455814,265.337743952,2242.09111111,39.9166666667,198,161.484635771,114.714279207,0.209755737705,21.28,79.642,357.058236273
518,0.0211035939371,0.929432177684,694.815923077,469.940805008,2060.97,11.3333333333,199,146.176614264,119.105592129,0.185517142857,17.56,53.8693333333,417.991652755
519,0.00951730690595,0.933301353939,535.964833333,469.940805008,2060.97,21.2222222222,199,146.176614264,119.105592129,0.185792753623,17.56,50.791,417.991652755
520,0.0092414427608,0.961576103496,463.2432,469.940805008,2060.97,18.1111111111,199,146.176614264,119.105592129,0.189295588235,17.56,51.8723333333,417.991652755
521,0.00248277570063,0.135703971948,778.220533333,469.940805008,2060.97,22.8888888889,199,146.176614264,119.105592129,0.184610869565,17.56,42.8643333333,417.991652755
522,0.000413795976868,0.199900331871,726.115,469.940805008,2060.97,37.2777777778,199,146.176614264,119.105592129,0.17743968254,17.56,53.6776666667,417.991652755
523,0.00551727969157,0.244481137373,753.178583333,469.940805008,2060.97,77.8888888889,199,146.176614264,119.105592129,0.179338181818,17.56,61.174,417.991652755
532,0.000536068882434,0.0661578025951,675.971086957,180.369034653,429.142222222,2.86111111111,202,173.466409174,102.929871112,0.29275942029,27.12,120.338,384.510815308
533,0.0039669095428,0.139067559314,526.017238095,180.369034653,429.142222222,4.22222222222,202,173.466409174,102.929871112,0.300208695652,27.12,96.465,384.510815308
534,0.00139377903192,0.340491400835,534.273333333,180.369034653,429.142222222,1.22222222222,202,173.466409174,102.929871112,0.297959375,27.12,98.30775,384.510815308
535,0.00482461950506,0.765434382857,643.642238095,180.369034653,429.142222222,0.166666666667,202,173.466409174,102.929871112,0.276678947368,27.12,108.5715,384.510815308
536,0.00686168119591,0.721240860787,795.814547619,180.369034653,429.142222222,20.0,202,173.466409174,102.929871112,0.271134782609,27.12,124.3365,384.510815308
537,0.002251489119,0.609057304762,902.740096774,180.369034653,429.142222222,33.6666666667,202,173.466409174,102.929871112,0.269810204082,27.12,101.4485,384.510815308
538,0.0123295837343,0.979602989814,790.138481481,180.369034653,429.142222222,24.0,202,173.466409174,102.929871112,0.277745454545,27.12,138.31675,384.510815308
539,0.000114406786466,0.141753448035,770.037571429,239.93594895,509.861111111,1.02777777778,203,172.184627246,105.405587258,0.202560869565,20.12,96.432,441.303333333
540,0.000572033973953,0.324708368821,570.494238095,239.93594895,509.861111111,3.38888888889,203,172.184627246,105.405587258,0.204138571429,20.12,79.8795,441.303333333
541,0.000686440768743,0.604318719455,578.818452381,239.93594895,509.861111111,0.111111111111,203,172.184627246,105.405587258,0.202644117647,20.12,79.414,441.303333333
543,0.000572033973953,0.239921742228,836.163894737,239.93594895,509.861111111,21.9722222222,203,172.184627246,105.405587258,0.190380952381,20.12,95.32675,441.303333333
544,0.00102966108652,0.170980403655,943.30162069,239.93594895,509.861111111,25.9444444444,203,172.184627246,105.405587258,0.187246774194,20.12,85.01825,441.303333333
545,0.00480508498164,0.405380954804,834.8401875,239.93594895,509.861111111,24.6666666667,203,172.184627246,105.405587258,0.194116129032,20.12,115.7885,441.303333333
546,0.00042751609491,0.666151385277,778.414142857,253.725566849,616.952222222,0.527777777778,204,135.245656035,116.843897781,0.180086956522,17.32,94.808,553.251666667
547,0.000570021418406,0.904559336707,621.6008125,253.725566849,616.952222222,2.63888888889,204,135.245656035,116.843897781,0.18175,17.32,78.0613333333,553.251666667
548,0.000285010709203,0.886577228448,597.0195625,253.725566849,616.952222222,0.0,204,135.245656035,116.843897781,0.177472058824,17.32,77.8276666667,553.251666667
549,0.00156755893172,0.783715076159,752.9710625,253.725566849,616.952222222,0.0,204,135.245656035,116.843897781,0.197650980392,17.32,82.527,553.251666667
550,0.00370513932332,0.218953657641,842.808333333,253.725566849,616.952222222,15.3333333333,204,135.245656035,116.843897781,0.1771796875,17.32,96.1713333333,553.251666667
551,0.000570021418406,0.116427738587,964.15665,253.725566849,616.952222222,18.0833333333,204,135.245656035,116.843897781,0.173330645161,17.32,83.937,553.251666667
552,0.0122554612215,0.0625581878974,856.144566667,253.725566849,616.952222222,23.75,204,135.245656035,116.843897781,0.179327419355,17.32,117.694,553.251666667
553,0.000435367030628,0.626727733083,804.88147619,225.02799019,691.365555556,0.777777777778,205,165.069949601,103.725829136,0.174976470588,20.08,90.14475,379.623333333
554,0.00108841765576,0.901996771051,650.758025641,225.02799019,691.365555556,4.13888888889,205,165.069949601,103.725829136,0.180901515152,20.08,82.4175,379.623333333
555,0.00108841765576,0.670520534578,605.160068966,225.02799019,691.365555556,0.0,205,165.069949601,103.725829136,0.169146268657,20.08,81.59,379.623333333
557,0.00217683531153,0.480589022758,870.349083333,225.02799019,691.365555556,11.3611111111,205,165.069949601,103.725829136,0.1734625,20.08,106.77475,379.623333333
558,0.00380946173182,0.400267737617,1005.52835294,225.02799019,691.365555556,14.0833333333,205,165.069949601,103.725829136,0.171149206349,20.08,88.591,379.623333333
559,0.0192649913033,0.0254350736278,894.198605263,225.02799019,691.365555556,16.25,205,165.069949601,103.725829136,0.165006451613,20.08,130.7855,379.623333333
560,0.000242260967091,0.196836715459,619.2956,163.219029161,515.834444444,3.5,206,191.271091205,101.460427663,0.097703030303,18.92,72.55,465.389632107
561,0.000363391477076,0.450061503236,561.118571429,163.219029161,515.834444444,0.444444444444,206,191.271091205,101.460427663,0.102370769231,18.92,64.98275,465.389632107
562,0.0569313267551,0.591494745907,543.23,163.219029161,515.834444444,1.38888888889,206,191.271091205,101.460427663,0.109538461538,18.92,58.662,465.389632107
563,0.0162314847069,0.327668209754,728.601578947,163.219029161,515.834444444,0.972222222222,206,191.271091205,101.460427663,0.105713559322,18.92,62.50175,465.389632107
564,0.00254374012801,0.901053057285,776.7886875,163.219029161,515.834444444,36.6666666667,206,191.271091205,101.460427663,0.129773770492,18.92,63.1745,465.389632107
565,0.00339165350402,0.83381987826,869.039625,163.219029161,515.834444444,28.0,206,191.271091205,101.460427663,0.124559677419,18.92,70.4615,465.389632107
566,0.00811574235347,0.949257978095,901.7474,163.219029161,515.834444444,3.08333333333,206,191.271091205,101.460427663,0.124740625,18.92,80.13275,465.389632107
567,0.00574253505325,0.0703393505224,609.363828571,213.067161162,865.828888889,2.75,207,195.353184085,98.1695473362,0.11251884058,28.88,104.7055,419.781666667
568,0.00292164055471,0.322205514502,547.249204545,213.067161162,865.828888889,1.80555555556,207,195.353184085,98.1695473362,0.116913043478,28.88,92.15125,419.781666667
569,0.130365618109,0.405550317856,485.388777778,213.067161162,865.828888889,0.444444444444,207,195.353184085,98.1695473362,0.124235820896,28.88,82.17,419.781666667
570,0.0114850701065,0.555654453718,682.284311111,213.067161162,865.828888889,2.69444444444,207,195.353184085,98.1695473362,0.121644827586,28.88,89.59925,419.781666667
571,0.00352611806454,0.961725098051,699.751644444,213.067161162,865.828888889,42.1944444444,207,195.353184085,98.1695473362,0.144179032258,28.88,106.8875,419.781666667
572,0.00382835670217,0.755946055315,820.859705882,213.067161162,865.828888889,42.75,207,195.353184085,98.1695473362,0.135664912281,28.88,102.82725,419.781666667
573,0.00644775838468,0.835513951839,805.577818182,213.067161162,865.828888889,2.83333333333,207,195.353184085,98.1695473362,0.133894736842,28.88,140.028,419.781666667
574,0.0339839064199,0.300605326371,565.4872,320.059033557,1359.71222222,3.08333333333,208,199.548309824,100.905944971,0.135207246377,29.88,92.026,356.25375626
575,0.0259641060842,0.382643881919,505.598,320.059033557,1359.71222222,2.19444444444,208,199.548309824,100.905944971,0.133669565217,29.88,85.2705,356.25375626
576,0.00862128624781,0.293450801178,407.6566,320.059033557,1359.71222222,3.08333333333,208,199.548309824,100.905944971,0.135751515152,29.88,73.144,356.25375626
577,0.00350866299697,0.643354388411,628.430933333,320.059033557,1359.71222222,9.66666666667,208,199.548309824,100.905944971,0.130152542373,29.88,75.61325,356.25375626
