,FAM,RWC,CWD,elevation_std,elevation_mean,ppt_sum,location,aspect_mean,aspect_std,vsm_sum,canopy_height,EVP_win,twi_mean
44,0.0044416230125,0.484068407582,691.4475,353.829813517,1082.58,2.44444444444,30,178.545478738,101.661388081,0.184061290323,25.16,132.53575,344.168238994
45,0.00400829391965,0.920527547983,969.248458333,353.829813517,1082.58,1.33333333333,30,178.545478738,101.661388081,0.199104761905,25.16,75.4595,344.168238994
46,0.000649993639269,0.925202398102,1048.61842857,353.829813517,1082.58,1.41666666667,30,178.545478738,101.661388081,0.18366440678,25.16,115.4755,344.168238994
47,0.00509161652565,0.463327206381,1107.88564286,353.829813517,1082.58,1.27777777778,30,178.545478738,101.661388081,0.175853448276,25.16,92.71825,344.168238994
48,0.0101832330513,0.208080389903,1044.16628125,353.829813517,1082.58,28.7777777778,30,178.545478738,101.661388081,0.170487931034,25.16,144.59275,344.168238994
49,0.000124634506153,0.070440174179,924.165122449,259.896640244,1322.25111111,0.694444444444,31,179.787751474,100.457868369,0.13288852459,19.76,85.41075,350.90851735
50,0.00124634515221,0.332731894141,683.487306122,259.896640244,1322.25111111,0.0,31,179.787751474,100.457868369,0.140211111111,19.76,87.41225,350.90851735
51,0.000124634506153,0.789441599513,678.852708333,259.896640244,1322.25111111,16.1944444444,31,179.787751474,100.457868369,0.155655,19.76,86.909,350.90851735
52,0.000124634506153,0.872487076393,943.527804878,259.896640244,1322.25111111,5.5,31,179.787751474,100.457868369,0.152719148936,19.76,52.29575,350.90851735
53,0.00236805571666,0.977024698449,1058.82142857,259.896640244,1322.25111111,6.02777777778,31,179.787751474,100.457868369,0.145898245614,19.76,92.9435,350.90851735
54,0.021686404923,0.393452039058,1055.78056522,259.896640244,1322.25111111,3.30555555556,31,179.787751474,100.457868369,0.140447368421,19.76,69.0775,350.90851735
55,0.0479842858211,0.0120620333142,1038.444,259.896640244,1322.25111111,51.7777777778,31,179.787751474,100.457868369,0.136970689655,19.76,113.677,350.90851735
56,0.00421946109185,0.0175011118651,936.326,375.746149433,1173.35444444,0.0833333333333,33,169.240865621,100.171745769,0.07135,19.08,102.688,352.58372457
57,0.00204167468097,0.222136508413,730.723777778,375.746149433,1173.35444444,0.0,33,169.240865621,100.171745769,0.0738434782609,19.08,98.427,352.58372457
58,0.00449168423476,0.848348167336,727.827692308,375.746149433,1173.35444444,4.27777777778,33,169.240865621,100.171745769,0.0886,19.08,101.10175,352.58372457
59,0.00394723763204,0.427108153656,1004.01742857,375.746149433,1173.35444444,4.02777777778,33,169.240865621,100.171745769,0.10144516129,19.08,47.9585,352.58372457
60,0.0006805582534,0.973239561038,1122.94479487,375.746149433,1173.35444444,2.33333333333,33,169.240865621,100.171745769,0.108550877193,19.08,78.63025,352.58372457
61,0.0108889320544,0.787554882528,1141.07725,375.746149433,1173.35444444,2.47222222222,33,169.240865621,100.171745769,0.114225,19.08,71.02825,352.58372457
62,0.0396084896348,0.489913265505,1092.72078788,375.746149433,1173.35444444,64.5277777778,33,169.240865621,100.171745769,0.111119298246,19.08,108.80025,352.58372457
