,FAM,live_basal_area,LAI_sum,LAI_win,RWC,aspect_mean,aspect_std,canopy_height,CWD,elevation_mean,elevation_std,forest_cover,ppt_sum,ppt_win,tmax_sum,tmax_win,tmean_sum,tmean_win,vpdmax_sum,vpdmax_win,EVP_sum,PEVAP_sum,EVP_win,PEVAP_win,vsm_sum,vsm_win,location,silt_fraction,sand_fraction,twi_mean,twi_std,ndwi_sum,ndwi_win
40,0.00533533162864,8.56431018965,1.08046171171,0.746036036036,0.814981448679,181.90534712,103.32661807,21.6,1160.70591667,738.184444444,399.06878185,0.824691,0.416666666667,207.916666667,31.1111111111,20.3611111111,22.962962963,13.4537037037,33.6995772947,17.8734567901,16.58775,826.3465,83.089,460.95725,0.187313793103,0.211305454545,29.0,0.37,0.38,345.46310832,206.412598276,-0.123046467837,-0.127229421341
41,0.0149146766421,6.9205933403,0.957567567568,1.33042792793,0.598652065595,181.90534712,103.32661807,21.6,1091.8185625,738.184444444,399.06878185,0.824691,15.5277777778,70.3055555556,30.8888888889,20.7685185185,23.0648148148,14.1203703704,32.6403985507,17.4435185185,23.4375,794.03075,120.4465,430.89225,0.179655172414,0.222656363636,29.0,0.37,0.38,345.46310832,206.412598276,-0.132351826246,-0.0701025899865
42,0.000324996819635,6.00648727618,0.949651841869,0.786365678347,0.0159171429959,178.545478738,101.661388081,25.16,928.381025641,1082.58,353.829813517,0.923086,0.527777777778,249.222222222,32.5833333333,15.4351851852,23.462962963,9.27777777778,41.4450483092,12.6808641975,21.5975,901.60475,145.3745,398.145,0.1657375,0.186183606557,30.0,0.37,0.38,344.168238994,186.826261228,-0.118285389848,-0.0731840073269
43,0.0168998333598,5.90388209205,1.23213162624,0.909961814915,0.166037648507,178.545478738,101.661388081,25.16,683.93752381,1082.58,353.829813517,0.923086,0.5,463.083333333,30.9444444444,15.1111111111,21.8703703704,8.69444444444,35.996678744,11.7598765432,30.7815,864.746,138.077,363.57325,0.1687921875,0.208168965517,30.0,0.37,0.38,344.168238994,186.826261228,-0.0874591265297,-0.071046485063
44,0.0044416230125,9.06716228999,1.34153189578,0.929649595687,0.484068407582,178.545478738,101.661388081,25.16,691.4475,1082.58,353.829813517,0.923086,2.44444444444,477.694444444,31.6018518519,14.8518518519,21.7777777778,8.61111111111,36.9541062802,12.1395061728,47.41725,846.4675,132.53575,353.89225,0.184061290323,0.203333333333,30.0,0.37,0.38,344.168238994,186.826261228,-0.0764564652578,-0.071731582829
46,0.000649993639269,5.90388209205,0.902268643306,0.904739442947,0.925202398102,178.545478738,101.661388081,25.16,1048.61842857,1082.58,353.829813517,0.923086,1.41666666667,91.5,32.0462962963,15.8055555556,23.1944444444,9.2962962963,38.5398550725,13.6222222222,10.56225,872.711,115.4755,437.37325,0.18366440678,0.219869642857,30.0,0.37,0.38,344.168238994,186.826261228,-0.129652142448,-0.0974142186205
47,0.00509161652565,6.72468313835,1.04581087152,0.648438903863,0.463327206381,178.545478738,101.661388081,25.16,1107.88564286,1082.58,353.829813517,0.923086,1.27777777778,256.527777778,32.1388888889,18.6203703704,23.1851851852,11.9259259259,38.5307971014,17.2401234568,13.742,864.846,92.71825,480.9245,0.175853448276,0.200358181818,30.0,0.37,0.38,344.168238994,186.826261228,-0.115740441459,-0.131696519638
48,0.0101832330513,6.454875084,0.972517969452,0.995417789757,0.208080389903,178.545478738,101.661388081,25.16,1044.16628125,1082.58,353.829813517,0.923086,28.7777777778,80.8333333333,31.0555555556,18.9537037037,23.0462962963,12.8703703704,35.148852657,16.587037037,27.04325,831.04375,144.59275,447.8775,0.170487931034,0.216907272727,30.0,0.37,0.38,344.168238994,186.826261228,-0.122190816388,-0.0848685791181
49,0.000124634506153,7.90641660315,1.09617117117,0.953682432432,0.070440174179,179.787751474,100.457868369,19.76,924.165122449,1322.25111111,259.896640244,0.802346,0.694444444444,245.833333333,32.0277777778,14.2685185185,22.4907407407,7.62962962963,41.2602657005,12.0851851852,50.133,888.64625,85.41075,384.823,0.13288852459,0.157122580645,31.0,0.21,0.67,350.90851735,175.724173982,-0.118285389848,-0.0731840073269
50,0.00124634515221,7.90383148734,1.34733108108,0.916328828829,0.332731894141,179.787751474,100.457868369,19.76,683.487306122,1322.25111111,259.896640244,0.802346,0.0,433.611111111,30.5462962963,13.75,21.0648148148,6.99074074074,35.839673913,10.8361111111,72.8625,854.208,87.41225,347.31575,0.140211111111,0.180221428571,31.0,0.21,0.67,350.90851735,175.724173982,-0.0874591265297,-0.071046485063
51,0.000124634506153,9.75871292713,1.43471846847,1.0044481982,0.789441599513,179.787751474,100.457868369,19.76,678.852708333,1322.25111111,259.896640244,0.802346,16.1944444444,477.75,30.9537037037,13.6944444444,21.1759259259,6.81481481481,36.6899154589,11.3395061728,88.9065,834.825,86.909,343.609,0.155655,0.184505660377,31.0,0.21,0.67,350.90851735,175.724173982,-0.0764564652578,-0.071731582829
53,0.00236805571666,7.90641660315,0.912916666667,0.905439189189,0.977024698449,179.787751474,100.457868369,19.76,1058.82142857,1322.25111111,259.896640244,0.802346,6.02777777778,99.0833333333,31.5833333333,15.1944444444,22.5185185185,7.7037037037,39.413647343,13.6888888889,37.079,857.2245,92.9435,424.23125,0.145898245614,0.180662711864,31.0,0.21,0.67,350.90851735,175.724173982,-0.129652142448,-0.0974142186205
54,0.021686404923,10.6250410704,1.11255630631,0.653772522523,0.393452039058,179.787751474,100.457868369,19.76,1055.78056522,1322.25111111,259.896640244,0.802346,3.30555555556,285.083333333,31.3796296296,18.2314814815,22.4444444444,10.5648148148,37.8351449275,17.4444444444,54.321,846.83775,69.0775,464.64925,0.140447368421,0.162081818182,31.0,0.21,0.67,350.90851735,175.724173982,-0.115740441459,-0.131696519638
55,0.0479842858211,7.55517452695,1.02002252252,1.0028490991,0.0120620333142,179.787751474,100.457868369,19.76,1038.444,1322.25111111,259.896640244,0.802346,51.7777777778,89.75,30.5092592593,18.5648148148,22.1851851852,11.4907407407,34.5872584541,16.9262345679,67.684,819.353,113.677,434.1645,0.136970689655,0.171448275862,31.0,0.21,0.67,350.90851735,175.724173982,-0.122190816388,-0.0848685791181
56,0.00421946109185,10.3908509144,0.765229110512,0.743059299191,0.0175011118651,169.240865621,100.171745769,19.08,936.326,1173.35444444,375.746149433,0.734691,0.0833333333333,193.666666667,31.9259259259,14.1944444444,23.7222222222,8.44444444444,39.7545289855,11.8641975309,24.365,1037.1315,102.688,426.02025,0.07135,0.090775,33.0,0.2,0.67,352.58372457,222.506194708,-0.115032384858,-0.0510365604899
57,0.00204167468097,7.98123389509,0.883243486074,0.693587151842,0.222136508413,169.240865621,100.171745769,19.08,730.723777778,1173.35444444,375.746149433,0.734691,0.0,311.305555556,30.2314814815,13.9259259259,22.1388888889,8.2037037037,34.6228864734,10.8651234568,39.68475,984.5645,98.427,360.6305,0.0738434782609,0.0953525,33.0,0.2,0.67,352.58372457,222.506194708,-0.0998523702022,-0.0449175752462
58,0.00449168423476,8.53048825886,0.942565139263,0.726314016173,0.848348167336,169.240865621,100.171745769,19.08,727.827692308,1173.35444444,375.746149433,0.734691,4.27777777778,342.25,30.6481481481,13.5185185185,22.6574074074,7.47222222222,35.8680555556,11.0410493827,58.2,970.16675,101.10175,362.9035,0.0886,0.0995230769231,33.0,0.2,0.67,352.58372457,222.506194708,-0.100008100136,-0.0628376357453
59,0.00394723763204,7.8454395528,0.817037286613,0.703346810422,0.427108153656,169.240865621,100.171745769,19.08,1004.01742857,1173.35444444,375.746149433,0.734691,4.02777777778,144.138888889,32.2314814815,15.4537037037,24.3518518519,9.02777777778,40.5338164251,13.8528693529,27.8045,1009.482,47.9585,443.153,0.10144516129,0.17349,33.0,0.2,0.67,352.58372457,222.506194708,-0.127103659472,-0.098905236764
60,0.0006805582534,6.48803285493,0.634827044025,0.63560197664,0.973239561038,169.240865621,100.171745769,19.08,1122.94479487,1173.35444444,375.746149433,0.734691,2.33333333333,79.8888888889,31.3518518519,15.1111111111,23.5,8.88888888889,38.0615942029,14.1935185185,15.25225,989.76625,78.63025,441.54025,0.108550877193,0.130832142857,33.0,0.2,0.67,352.58372457,222.506194708,-0.143838053215,-0.109830892419
61,0.0108889320544,9.06550398474,0.76572327044,0.461994609164,0.787554882528,169.240865621,100.171745769,19.08,1141.07725,1173.35444444,375.746149433,0.734691,2.47222222222,191.805555556,31.287037037,18.0925925926,23.4537037037,11.5,37.0132850242,17.2490740741,21.7465,987.98675,71.02825,490.28925,0.114225,0.123883928571,33.0,0.2,0.67,352.58372457,222.506194708,-0.130545610928,-0.13691627792
62,0.0396084896348,6.51880208925,0.724741689128,0.774225067385,0.489913265505,169.240865621,100.171745769,19.08,1092.72078788,1173.35444444,375.746149433,0.734691,64.5277777778,68.5,30.2962962963,18.9074074074,22.8518518519,12.5740740741,33.4486714976,17.275617284,53.175,955.00875,108.80025,442.431,0.111119298246,0.135712727273,33.0,0.2,0.67,352.58372457,222.506194708,-0.13069849055,-0.0893345941162
64,0.00012200626804,7.5569436164,0.967297297297,0.922522522523,0.213659352877,180.138356767,102.521215406,20.8,810.37075,932.425555556,304.620849969,0.81963,0.861111111111,318.861111111,31.0833333333,14.5740740741,23.6203703704,9.5,36.0960144928,11.4416666667,48.30025,955.69975,97.00375,357.362,0.0565102564103,0.0877655172414,34.0,0.2,0.68,360.143759874,181.72700529,-0.0953942199472,-0.0719741817631
65,0.00012200626804,5.49825926755,1.03726351351,0.848108108108,0.724365431646,180.138356767,102.521215406,20.8,738.704888889,932.425555556,304.620849969,0.81963,9.33333333333,291.527777778,31.6574074074,14.037037037,24.2037037037,8.75925925926,37.8285024155,11.4061728395,61.6915,938.3475,102.35475,370.9255,0.06207,0.0717852941176,34.0,0.2,0.68,360.143759874,181.72700529,-0.0993683265252,-0.071314973488
66,0.00024401253608,5.11155414566,0.845,0.776677927928,0.0940902021773,180.138356767,102.521215406,20.8,1013.97215385,932.425555556,304.620849969,0.81963,2.02777777778,134.166666667,33.2314814815,16.2592592593,25.6388888889,10.5092592593,42.6835748792,14.6868131868,29.02225,981.15725,45.34725,436.24875,0.0875315789474,0.142288571429,34.0,0.2,0.68,360.143759874,181.72700529,-0.125250431291,-0.0963504176078
67,0.000488025072161,6.18969358104,0.584662162162,0.664391891892,0.883359253499,180.138356767,102.521215406,20.8,1169.53054545,932.425555556,304.620849969,0.81963,2.72222222222,66.8888888889,32.1851851852,15.8425925926,24.6944444444,10.212962963,39.3088768116,15.1188271605,14.30025,948.901,50.0735,430.92225,0.083901754386,0.1079125,34.0,0.2,0.68,360.143759874,181.72700529,-0.1513576535,-0.115475844824
68,0.00805241385044,7.13035610499,0.736373873874,0.427364864865,0.751166407465,180.138356767,102.521215406,20.8,1184.543875,932.425555556,304.620849969,0.81963,1.66666666667,148.027777778,32.1851851852,19.0185185185,24.75,13.0740740741,38.476147343,18.137962963,19.02925,953.7245,57.9585,476.8235,0.09019,0.103950877193,34.0,0.2,0.68,360.143759874,181.72700529,-0.132304813435,-0.138156008322
69,0.00951648888938,4.68714762159,0.67009009009,0.822916666667,0.475116640747,180.138356767,102.521215406,20.8,1124.95541176,932.425555556,304.620849969,0.81963,58.1944444444,66.1944444444,31.0648148148,19.4537037037,24.0277777778,13.7685185185,34.5564613527,17.7592592593,51.978,917.23575,90.7225,435.4615,0.0877694915254,0.110383636364,34.0,0.2,0.68,360.143759874,181.72700529,-0.135778626352,-0.0767627377351
70,0.000123834252151,7.50673625536,0.782283197832,1.0928071364,0.0493122543658,186.748067001,101.036548518,19.8,1067.57248649,551.388888889,208.670122146,0.807531,1.0,169.333333333,32.4444444444,17.5833333333,23.7407407407,11.6111111111,37.4673913043,13.2132716049,24.40725,908.778,118.95125,378.27925,0.138177777778,0.160362903226,37.0,0.37,0.38,384.811023622,196.631488426,-0.154583305173,-0.0722161093112
71,0.000123834252151,8.06815720723,0.902822944896,1.11073848238,0.266347052902,186.748067001,101.036548518,19.8,807.137714286,551.388888889,208.670122146,0.807531,0.555555555556,286.5,30.1574074074,17.0648148148,21.8055555556,11.2777777778,31.2143719807,11.5098765432,43.361,862.365,127.02175,360.89625,0.146796875,0.1763,37.0,0.37,0.38,384.811023622,196.631488426,-0.141487511437,-0.0645840866714
74,0.000371502783484,7.41727756448,0.769749322493,1.03934056007,0.983585974904,186.748067001,101.036548518,19.8,1145.81243333,551.388888889,208.670122146,0.807531,0.0,84.0833333333,30.7407407407,18.1666666667,22.8055555556,11.5648148148,32.6074879227,13.6438271605,10.1215,901.40325,108.12675,422.161,0.161457377049,0.188232727273,37.0,0.37,0.38,384.811023622,196.631488426,-0.160811544263,-0.0891956470696
75,0.00433419906856,6.94772191213,0.722165763324,0.56304200542,0.737375598461,186.748067001,101.036548518,19.8,1239.21183333,551.388888889,208.670122146,0.807531,0.0,130.027777778,31.0555555556,20.5555555556,23.1203703704,13.8240740741,32.6811594203,17.187962963,8.16175,876.5775,49.84625,470.31925,0.156944067797,0.180574545455,37.0,0.37,0.38,384.811023622,196.631488426,-0.171940283127,-0.159353361812
76,0.0215471607212,7.43837547384,0.619094399277,1.07040424571,0.326113080772,186.748067001,101.036548518,19.8,1177.74818519,551.388888889,208.670122146,0.807531,14.7777777778,59.8055555556,30.9259259259,20.9074074074,23.1481481481,14.4074074074,32.6032608696,16.7682098765,17.68225,862.38,89.02175,429.35325,0.152226666667,0.192978181818,37.0,0.37,0.38,384.811023622,196.631488426,-0.177693762189,-0.0932625188468
77,0.000242915071967,5.47789165107,0.725585585586,0.794673423423,0.585554425437,176.298561795,108.015649682,21.12,1013.59578378,939.213333333,273.360057718,0.823333,1.41666666667,195.083333333,33.2777777778,15.0,24.5740740741,9.18518518519,43.0782004831,11.8262345679,34.01775,951.11675,100.29975,355.71775,0.134403225806,0.176926666667,38.0,0.21,0.67,344.157977883,185.368384354,-0.157902324725,-0.0900173191796
78,0.000121457535983,6.21644271218,0.874662162162,0.700135135135,0.625171644014,176.298561795,108.015649682,21.12,767.337461538,939.213333333,273.360057718,0.823333,0.444444444444,311.694444444,31.5555555556,14.4537037037,22.8425925926,8.73148148148,37.0661231884,10.4388888889,48.58275,898.5035,106.86975,337.8005,0.1403546875,0.195906779661,38.0,0.21,0.67,344.157977883,185.368384354,-0.13929582962,-0.0955906417854
79,0.000364372634462,6.00265155353,0.924560810811,0.813029279279,0.963066327095,176.298561795,108.015649682,21.12,718.315,939.213333333,273.360057718,0.823333,6.61111111111,356.888888889,32.4351851852,14.3055555556,23.4722222222,8.47222222222,38.9764492754,11.0216049383,66.42825,885.0325,103.73575,336.4475,0.150581967213,0.191816666667,38.0,0.21,0.67,344.157977883,185.368384354,-0.130438125004,-0.0898019340495
80,0.000364372634462,5.76933859061,0.841126126126,0.681880630631,0.864318287883,176.298561795,108.015649682,21.12,1004.09953846,939.213333333,273.360057718,0.823333,1.83333333333,158.166666667,33.0833333333,16.2407407407,24.787037037,9.82407407407,41.0392512077,13.9026251526,35.571,933.90025,77.42775,412.20075,0.155488636364,0.304135714286,38.0,0.21,0.67,344.157977883,185.368384354,-0.152836950724,-0.127768546742
81,0.000121457535983,5.6097184089,0.667207207207,0.648592342342,0.837657723779,176.298561795,108.015649682,21.12,1122.39025,939.213333333,273.360057718,0.823333,0.305555555556,81.6944444444,32.2407407407,15.7222222222,23.9722222222,9.32407407407,38.6129227053,12.9280864198,18.06825,922.125,102.30225,411.3895,0.144757627119,0.195545454545,38.0,0.21,0.67,344.157977883,185.368384354,-0.166710510853,-0.130168516621
82,0.00121457544821,4.71833721041,0.628355855856,0.446948198198,0.42140891648,176.298561795,108.015649682,21.12,1144.102,939.213333333,273.360057718,0.823333,0.0,136.583333333,32.6481481481,18.5092592593,24.0555555556,11.7962962963,40.246678744,16.9114197531,13.58025,914.55325,51.8335,463.2685,0.139572413793,0.174832727273,38.0,0.21,0.67,344.157977883,185.368384354,-0.168436787607,-0.16492400904
83,0.0185830035799,5.52130335629,0.596463963964,0.693806306306,0.00688014557519,176.298561795,108.015649682,21.12,1143.40753846,939.213333333,273.360057718,0.823333,15.1666666667,60.1111111111,31.3981481481,18.6203703704,23.7222222222,12.75,36.4006642512,15.6592592593,33.00725,883.51925,85.3975,432.1,0.131575862069,0.186594545455,38.0,0.21,0.67,344.157977883,185.368384354,-0.160716422104,-0.107242710187
91,0.000142105199734,11.2465957036,1.01085034014,1.29717687075,0.00924900551825,187.115525322,99.5729250635,18.08,1067.96353846,345.414444444,149.493821545,0.703704,0.0,155.111111111,30.9722222222,18.6388888889,21.6018518519,11.7962962963,33.2213164251,14.0077160494,15.50325,907.192,110.04725,360.972,0.148375806452,0.174843548387,46.0,0.34,0.32,437.995253165,208.797078318,-0.136564321346,-0.0562311262648
92,0.000142105199734,9.1031165717,1.14083900227,1.47955782313,0.394117162775,187.115525322,99.5729250635,18.08,734.166825,345.414444444,149.493821545,0.703704,0.388888888889,309.166666667,28.3333333333,17.787037037,19.7222222222,11.6018518519,26.25,11.625,28.004,851.882,128.08075,324.11875,0.1707015625,0.190418333333,46.0,0.34,0.32,437.995253165,208.797078318,-0.122977010246,-0.0266960321953
93,0.00113684159787,9.63985956302,1.14496598639,1.27886621315,0.405982663275,187.115525322,99.5729250635,18.08,715.349296296,345.414444444,149.493821545,0.703704,3.22222222222,318.722222222,28.4814814815,17.3611111111,20.4074074074,11.1111111111,26.1757246377,11.9425925926,35.8155,854.00525,118.129,317.959,0.168233870968,0.195009090909,46.0,0.34,0.32,437.995253165,208.797078318,-0.120224573961,-0.060951429664
95,0.000142105199734,8.64217013932,0.994591836735,1.27488662132,0.933465475057,187.115525322,99.5729250635,18.08,1092.87185714,345.414444444,149.493821545,0.703704,0.0,83.1111111111,29.1574074074,19.2592592593,20.8148148148,11.7962962963,28.5908816425,14.5070987654,6.67025,914.25025,107.25675,374.50475,0.176460344828,0.198289090909,46.0,0.34,0.32,437.995253165,208.797078318,-0.143708242999,-0.0745031115999
96,0.000142105199734,10.7585555703,0.85164399093,0.726292517007,0.852348040537,187.115525322,99.5729250635,18.08,1217.3435,345.414444444,149.493821545,0.703704,0.333333333333,116.5,29.1574074074,21.0833333333,21.2685185185,13.5462962963,25.875,17.5361111111,5.444,868.73875,42.40175,420.5525,0.182993442623,0.190209090909,46.0,0.34,0.32,437.995253165,208.797078318,-0.150622933742,-0.133692891223
97,0.00895262782107,8.41675002604,0.806598639456,1.30459183673,0.764850583078,187.115525322,99.5729250635,18.08,1168.62659259,345.414444444,149.493821545,0.703704,26.4166666667,56.4722222222,29.1388888889,21.7962962963,21.2592592593,13.9537037037,27.7569444444,17.3135802469,21.05875,867.6235,76.06925,389.99925,0.190146031746,0.223712727273,46.0,0.34,0.32,437.995253165,208.797078318,-0.157318677725,-0.0653029623487
